idiom,meaning,instance,label,maxVote,gold_0,gold_1,AssignmentId,WorkerId,TimeMe
no picnic,used to express that an activity or action is not fun,"despite the food and blankets, the rain made sure it was no picnic for us",literal,tie,ambiguous,literal,"['38F71OA9G9C4POZN22EVM1XJ5MHFMD', '33IZTU6J8HHON53DMTG34HWW1GVSXT']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[100.989, 33.473]"
no picnic,used to express that an activity or action is not fun,"working on that project for hours, it was no picnic for the team",figurative,figurative,figurative,figurative,"['3EWIJTFFV4NFGWSKIM7R6M56QI2E0K', '3X4JMASXC2PH9TG08V515EZLNLPB0H']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[72.212, 81.197]"
no spring chicken,Someone who's no longer young.,he realized he was not a spring chicken anymore when he couldn't keep up with the younger athletes,figurative,figurative,figurative,figurative,"['3WYGZ5XF3CVI3546NA1EENOU57GSK4', '3AZHRG4CUK0C6YCNT2QVNV19ZTC30I']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[145.245, 43.703]"
no spring chicken,Someone who's no longer young.,the farmer confirmed that the hen was not a spring chicken anymore as it had grown quite large,literal,literal,literal,literal,"['33PPO7FECBVLVLV0QHLD68NHC0HIDP', '3K2755HG58J1LUTAP9FS3BAPW8QFDW']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[75.741, 47.954]"
not getting anywhere,to make no progress at all; not improving or advancing a particular situation,we were not getting anywhere with this project due to constant setbacks,figurative,figurative,figurative,figurative,"['3HRMW88U1M6DSKKXZKVAJUAFZKT0MV', '3E7TUJ2EGS2SKK2XMNF0TFOETAUD91']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[20.655, 47.281]"
not have a clue,to not know something.,she searched her bag for the crossword puzzle but didn't have a clue inside,literal,tie,ambiguous,literal,"['3FK0YFF9PFWCB8FMG9KQRJJIK9HVVY', '3SEPORI8W3F9S4HY6BIXG2I1NANAZD']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[32.455, 146.45]"
not have a clue,to not know something.,"when asked about the solution, he didn't have a clue and just shrugged",figurative,figurative,figurative,figurative,"['3RU7GD8VP49JEW1M026MA4ATZHMSP5', '3TXWC2NHNF6YM9LFJDAPOEAEUD59SS']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[63.337, 51.824]"
not hurt a fly or flea,"To not be able to cause harm to anyone, including even a tiny and insignificant insect.","despite his intimidating appearance, he wouldn't hurt a fly and was very gentle",figurative,figurative,figurative,figurative,"['3YHH42UU5RVTM22CZ8UVJHVQZF2L0D', '3RRCEFRB72SY8HY1RWS3HHPY4X54BQ']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[148.688, 27.65]"
not hurt a fly or flea,"To not be able to cause harm to anyone, including even a tiny and insignificant insect.",she was so careful with her bug collection that she wouldn't hurt a fly while handling them,literal,literal,literal,literal,"['3YHH42UU5RVTM22CZ8UVJHVQZF2L0D', '3RRCEFRB72SY8HY1RWS3HHPY4X54BQ']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[148.688, 27.65]"
not playing with a full deck,not mentally sound,"during the poker game, we discovered we were not playing with a full deck when the ace of spades appeared twice",literal,literal,literal,literal,"['31HQ4X3T38QTNBMO8ADFTN19U7LSL7', '3HUTX6F6VA38OX8NRNE1UMSZRIS2OW']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[56.748, 41.86]"
off grid,disconnected from municipal utility systems.,he decided to disconnect from social media and started living off grid,figurative,tie,literal,figurative,"['3634BBTX04AIT59WHNG3U8Q2ODXIF0', '37QW5D2ZRW2Y8425EL4BOIF3A7MS8L']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[57.07, 148.37]"
off grid,disconnected from municipal utility systems.,they built a cabin in the woods and started living off grid without electricity or running water,literal,literal,literal,literal,"['3KWTYT087GJSH9ODWE070CRHGNDL5Y', '3S0TNUHWK9YS6FJNHV9MTJT394CD8C']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[35.419, 24.931]"
off the cuff,in an unguarded way,"he gave an off the cuff speech at the party, surprising everyone with his wit",figurative,figurative,figurative,figurative,"['3LWJHTCVCS2VA3XFUVLC3AHOFNFFQ1', '3HMIGG0U41MV4QEEDRW06434RSIY85']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[47.377, 32.522]"
off the hook,free of a difficult situation,"since it was his first mistake, we decided to let him off the hook this time",figurative,figurative,figurative,figurative,"['3X1FV8S5JD7TTBPRREL4RIG8XUTVG9', '3JAOYWH7VYKBIWQPZ4DOCSWJ2JWL9P']","['A2LMQ4497NMK3S', 'AKQAI78JTXXC9']","[144.175, 137.581]"
old hat,Someone who is old fashioned. The phrase can directly refer to old fashion too.,"he found an old hat at the back of his closet, covered in dust",literal,literal,literal,literal,"['3WYGZ5XF3CVI3546NA1EENOU57GSK4', '3AZHRG4CUK0C6YCNT2QVNV19ZTC30I']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[145.245, 43.703]"
old school,old fashioned ideas or approach compared to current trends,"he prefers an old school approach to communication, like writing letters",figurative,figurative,figurative,figurative,"['39LNWE0K4AC7CN6MCCB2G8R5Y0CIUZ', '3T111IHZ5U6MLUL24OAKY45I8BLR9L']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[68.809, 40.536]"
on a silver platter,to get something without having to work for it,the waiter served it on a silver platter to impress the guests,literal,literal,literal,literal,"['3OCHAWUVG40QZMQ5HK71DV5MKMIKX4', '3Y4W8Q93LF0QHRF0POKWLXDBK2DVDZ']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[51.715, 38.613]"
on the back burner,to put something (that is to be done) for later,"due to the urgent tasks, we had to put it on the back burner for now",figurative,figurative,figurative,figurative,"['37TD41K0AXP0K7SIVXKGQ4BM0Y7SCR', '3TDXMTX3CRAMACGLGUDZ02DPVEV6IM']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[158.296, 61.268]"
on the back burner,to put something (that is to be done) for later,"to simmer the sauce slowly, she put it on the back burner of the stove",literal,literal,literal,literal,"['34QN5IT0TF7Y7VIT5JLREC9KFF480F', '36H9ULYP6IAEOGT2Z51369521SMFJ9']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[64.508, 108.626]"
on the ball,"alert to new trends, ideas, and methods","during the circus performance, the acrobat stayed on the ball while juggling",literal,ambiguous,ambiguous,ambiguous,"['3QAVNHZ3E2KPNF0URARO8N7381ELA4', '3JWH6J9I98TKUP87917ZGQVYVE0BNS']","['A110KENBXU7SUJ', 'APRZ7BR8C0ZMQ']","[37.111, 86.87]"
on the ball,"alert to new trends, ideas, and methods",she stayed on the ball and managed to finish the project before the deadline,figurative,figurative,figurative,figurative,"['3Q8GYXHFE5IZE5U7J178XT1UME05C3', '3OCHAWUVG40QZMQ5HK71DV5MKMIXKH']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[41.959, 60.66]"
on the brink of,to be on the verge of doing something,"the hiker stood on the brink of something dangerous, a steep cliff",literal,literal,literal,literal,"['3H8DHMCCWPRC1GLOQK6PJO2U446DKV', '3HVVDCPGTU8E2A62GP7VX0ZR553TYP']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[126.35, 48.504]"
on the dot,exactly on time,"she arrived at 3 PM on the dot, stepping on a painted circle on the ground",literal,tie,figurative,ambiguous,"['3X1FV8S5JD7TTBPRREL4RIG8XUTVG9', '3JAOYWH7VYKBIWQPZ4DOCSWJ2JWL9P']","['A2LMQ4497NMK3S', 'AKQAI78JTXXC9']","[144.175, 137.581]"
on the edge of their seat,to be very interested in something and fits with both extremely exciting and nerve-wracking,the chair was so small that they were uncomfortably perched on the edge of their seat,literal,literal,literal,literal,"['3WMOAN2SRRDZ336DEIYZH2P5Y6FNV9', '35BLDD71IMDTKSKWH69TCPWE8KNVZY']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[140.519, 48.56]"
on the hook,someone who is responsible for something,the fish was left on the hook after it was caught,literal,literal,literal,literal,"['34HJIJKLPLCDHVW7WDJ3ITJ57PKV4M', '3NLZY2D5355HAV7BG6OAYNM8CJ0LQB']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[35.169, 26.816]"
on the line,to be at serious risk.,she put it on the line to dry after washing her clothes,literal,literal,literal,literal,"['3GS6S824S6DCIS6I4S3V348J5FHNWJ', '3LWJHTCVCS2VA3XFUVLC3AHOFNEFQ0']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[90.898, 24.979]"
on the line,to be at serious risk.,she put it on the line when she confronted her boss about the unfair treatment,figurative,figurative,figurative,figurative,"['3L70J4KAZW26P3C2ETT0PAZYZSCDAG', '3C5W7UE9CV6LPAQ82WKHS8XQ9RDXMM']","['AURYD2FH3FUOQ', 'AX8NXTT8QMGHC']","[72.112, 48.882]"
on the money,being right about something.,the coin landed right on the money that was placed on the table,literal,literal,literal,literal,"['3S4AW7T80RYALQKDI9HXVKL3GRIL4T', '3AAJC4I4FW8KTXK20HVA91LKDXGZJH']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[49.837, 52.081]"
on the pig's back,a successful situation and everything is going well for that person,"at the farm, the child was riding on the pig's back for fun",literal,literal,literal,literal,"['3G0WWMR1UB07YVAWSJ4PBFQXHE0QNI', '3DIP6YHAPS8XYLXNDQK6Z1BO9GE8E1']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[32.879, 142.675]"
open old wounds,"to revive memories of an unpleasant event, situation or dispute that took place in the past",the surgeon opened old wounds to remove the remaining infection,literal,literal,literal,literal,"['3GFK2QRXXPX8S30C0S799N8XEUHW52', '3JNQLM5FTK20IC5QEVY925O5WDN2LF']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[146.954, 34.745]"
out of business,out of operational conditions,the fire put them out of business by destroying their store,literal,figurative,figurative,figurative,"['3LOZAJ85YTTVI6MFSE1XDZJS3MX2X1', '3X4JMASXC2PH9TG08V515EZLNLP0B6']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[79.347, 48.131]"
out of the closet,go public about something private or hidden,she came out of the closet after finding the perfect outfit to wear,literal,literal,literal,literal,"['38YMOXR4MAF4B70Q5BHE1TMXAPT6WT', '379J5II414WSDSH67FTA46XUTGCLEZ']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[113.402, 50.501]"
out of the frying pan into the fire,to go from a bad to worse situation,the fish jumped out of the frying pan into the fire when the cook wasn't paying attention,literal,literal,literal,literal,"['3SB4CE2TJBBKN9HJ5TUCJH2QFAOXA2', '34BBWHLWHQRK4RVR7CQ3YWC2JGNIWY']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[46.406, 154.093]"
out on the town,go out and enjoy yourself at one or more places in the town,the mayor was going out on the town to inspect the new infrastructure,literal,literal,literal,literal,"['3PM8NZGV8EWCAPO0UPRY9HHVJSAQX2', '39GHHAVOMV74Q0WDFO5KF58BC2DJ4P']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[27.69, 146.586]"
out on the town,go out and enjoy yourself at one or more places in the town,they were excited about going out on the town to celebrate their anniversary,figurative,tie,literal,figurative,"['3907X2AHFGLQ9XKO6NRGJMXP1NO2PD', '3AMW0RGHOTIMYJ9HS6P0BA0NCIENPO']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[111.791, 41.225]"
outside the lines,not sticking to the rules,his innovative approach to the project was like coloring outside the lines,figurative,tie,figurative,ambiguous,"['3EKVH9QMEEKHK0HY1E0LJSG0N4KD29', '3ZAZR5XV0HYXLJEWQPEOMX8PND7ZC3']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[112.571, 172.899]"
over the moon,extremely pleased or happy,the astronaut floated over the moon about the news of a successful mission,literal,literal,literal,literal,"['33PPO7FECBVLVLV0QHLD68NHC0HIDP', '3K2755HG58J1LUTAP9FS3BAPW8QFDW']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[75.741, 47.954]"
paddle own canoe,To be able to act without having to depend on anyone.,they decided to paddle their own canoe and start their own business,figurative,figurative,figurative,figurative,"['3U088ZLJV099XWEB3M1XSSC6XM6W0H', '3LS2AMNW5V6PGGA8TY42Q4Q27O5QOX']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[54.828, 41.812]"
paddle own canoe,To be able to act without having to depend on anyone.,they had to paddle their own canoe to reach the other side of the lake,literal,literal,literal,literal,"['3J2UYBXQQ1SB3HZ5C4OTUYDT9KE06L', '3VSOLARPKRPU2S00TY9OG6222X6930']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[28.931, 44.46]"
pain in the neck,Mathematics is generally a real pain in the neck for most of the school and college students.,"after sleeping in an awkward position, she woke up with a real pain in the neck",literal,tie,figurative,literal,"['39DD6S19J5RCIHYAMGKJCL8S8PKZEW', '3CFVK00FW11O0DOR1XACSI5HCIOL6E']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[26.7, 46.645]"
pass away,die,"the storm passed away peacefully, leaving a calm and clear sky",literal,literal,literal,literal,"['31UV0MXWN6SQR8G7BB3U8WZPZJJI5H', '3IKZ72A5BKWA76KNE3TVZGMJACRFND']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[55.676, 149.223]"
pass on the baton,give responsibility for something important to another person.,"during the relay race, he passed on the baton to her for the next lap",literal,literal,literal,literal,"['3I0BTBYZAD1DM19BINJLDPXM8U6Y0I', '308Q0PEVBOT9SVIJE1GBKC4RLF2I98']","['A2LMQ4497NMK3S', 'AKQAI78JTXXC9']","[145.492, 22.85]"
pass on the baton,give responsibility for something important to another person.,the retiring CEO passed on the baton to her as the new leader of the company,figurative,figurative,figurative,figurative,"['3LWJHTCVCS2VA3XFUVLC3AHOFNFFQ1', '3HMIGG0U41MV4QEEDRW06434RSIY85']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[47.377, 32.522]"
pass the buck,passing blame to another person,"he didn't want to take responsibility, so he passed the buck to her",figurative,figurative,figurative,figurative,"['3EKVH9QMEEKHK0HY1E0LJSG0N4KD29', '3ZAZR5XV0HYXLJEWQPEOMX8PND7ZC3']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[112.571, 172.899]"
pieces of the same cake,things that have the same characteristics or qualities,"they have similar personalities, like two pieces of the same cake",figurative,tie,discard,figurative,"['3LO69W1SUJTQX6DXDAJY49I66WRLGG', '3ND9UOO810IMUS3XSFNGQC4U0KHLWF']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[33.192, 151.904]"
pipe down,to take to one or more notches down to its current standard,the plumber told them to pipe down the water pressure to avoid leaks,literal,literal,literal,literal,"['3TVRFO09G0V1JS8N2KJ2SVI19MNXLK', '3FTF2T8WL7YRTQ2O3IKQL3DZ0Q0W9T']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[47.751, 148.525]"
pipe down,to take to one or more notches down to its current standard,the teacher told them to pipe down when they were being too loud,figurative,figurative,figurative,figurative,"['3KIBXJ1WDLA35DCDGTK5UIET8IDOK3', '3HL8HNGX4LHPI4GTDTAQHFRZ5NC9FA']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[115.88, 116.895]"
play cat and mouse,to play with or tease someone,the children played cat and mouse by pretending to be animals in their game,literal,literal,literal,literal,"['38F71OA9G9C4POZN22EVM1XJ5MHFMD', '33IZTU6J8HHON53DMTG34HWW1GVSXT']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[100.989, 33.473]"
play cat and mouse,to play with or tease someone,the detective played cat and mouse with the suspect to get a confession,figurative,figurative,figurative,figurative,"['3KMS4QQVKI69Z0ZKHQ1F7O5FGHMFK8', '3LOTDFNYANF0U0T164KIVZZA3OVFW4']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[123.239, 24.427]"
playing second fiddle,to play a secondary or minor role with regards to someone else,he didn't like playing second fiddle to her in the company hierarchy,figurative,figurative,figurative,figurative,"['3EKVH9QMEEKHK0HY1E0LJSG0N4KD29', '3ZAZR5XV0HYXLJEWQPEOMX8PND7ZC3']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[112.571, 172.899]"
plays with fire,people who take unnecessary risks or behave in a dangerous way,she plays with fire by constantly challenging her boss 's authority,figurative,figurative,figurative,figurative,"['3PW9OPU9P60NS51MLLGQIQFRY7I128', '3V5Q80FXID7J28F18PU96JUOWRX323']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[129.751, 36.688]"
pour oil on troubled waters,"try to calm, soothe or placate a problematic situation","the careless worker accidentally poured oil on troubled waters, causing an environmental hazard",literal,tie,literal,ambiguous,"['3UWN2HHPUELJBBP9KNTU6F5YZ2LSN9', '3570Y55XZ5ZAX5KWWP8OYHK2FBVYGL']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[41.261, 126.539]"
pour oil on troubled waters,"try to calm, soothe or placate a problematic situation",the mediator poured oil on troubled waters by calming the heated argument,figurative,figurative,figurative,figurative,"['3VHHR074HJX74D2WK7F4YW5D7T8L7D', '39ASUFLU6DNNDMYVLYWYF0SH0PMXEX']","['A110KENBXU7SUJ', 'A290OV59Q76QC8']","[80.386, 62.228]"
pull a rabbit out of the hat,do something unexpected or surprising,the magician pulled a rabbit out of the hat during his performance,literal,literal,literal,literal,"['354P56DE90JU8QXM4GC5AIJ8ZNGS7Y', '3H0W84IWB0I3GQCJCZQ6QI6TZ81REV']","['AURYD2FH3FUOQ', 'AX8NXTT8QMGHC']","[57.272, 41.765]"
pull leg,tease someone,"during the therapy session, the therapist was pulling my leg to stretch my muscles",literal,literal,literal,literal,"['34HJIJKLPLCDHVW7WDJ3ITJ57PL4VW', '3QHK8ZVMI2YU6P5MXORK3YR9QJ0BLQ']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[97.163, 42.376]"
pull leg,tease someone,"when he told me I won the lottery, I thought he was pulling my leg",figurative,figurative,figurative,figurative,"['3I0BTBYZAD1DM19BINJLDPXM8U6Y0I', '308Q0PEVBOT9SVIJE1GBKC4RLF2I98']","['A2LMQ4497NMK3S', 'AKQAI78JTXXC9']","[145.492, 22.85]"
pull the wool over eyes,to deceive someone,they pulled the wool over her eyes by pretending to be a wealthy businessman,figurative,figurative,figurative,figurative,"['3M68NM076XNZ3BJ46H78EUEGIADR6A', '3NQL1CS157OTF2ARLK7AYINC2QJVY7']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[30.51, 22.99]"
push the boat out,celebrate; enjoy oneself.,we pushed the boat out into the water to start our fishing trip,literal,literal,literal,literal,"['3RANCT1ZVVXXPFSG62JLULNS3AUBUL', '3WOKGM4L7HW1SN59C0ANBYZKUK80OA']","['A38DXFI1TZA295', 'AKQAI78JTXXC9']","[35.555, 70.039]"
put a sock in it,to ask someone to stop talking,"the hole in the wall was letting in cold air, so I decided to put a sock in it",literal,literal,literal,literal,"['3KB8R4ZV1UNEKXRLMXU4Q6M1U2EBGK', '3TXD01ZLDKXD4G77RN9YM7HMTICU4X']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[24.505, 40.978]"
put cards on the table,be open and honest,"during the meeting, they put their cards on the table and discussed their true intentions",figurative,figurative,figurative,figurative,"['3LOZAJ85YTTVI6MFSE1XDZJS3MX2X1', '3X4JMASXC2PH9TG08V515EZLNLP0B6']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[79.347, 48.131]"
put cards on the table,be open and honest,"in the middle of the poker game, they put their cards on the table to reveal their hands",literal,literal,literal,literal,"['3M68NM076XNZ3BJ46H78EUEGIADR6A', '3NQL1CS157OTF2ARLK7AYINC2QJVY7']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[30.51, 22.99]"
put damper on,to discourage someone from doing something that they want to,the sudden rainstorm put a damper on the event and everyone left early,figurative,figurative,figurative,figurative,"['3M68NM076XNZ3BJ46H78EUEGIADR6A', '3NQL1CS157OTF2ARLK7AYINC2QJVY7']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[30.51, 22.99]"
