idiom,meaning,intended_ambiguous,intended_figurative,intended_literal,num_reprompt,pron_converted,intended_ambiguous_old,intended_figurative_old,intended_literal_old,annotations_ambiguous_old,annotations_figurative_old,annotations_literal_old,well_formed_old,maxvote_id_old,maxvote_ambiguous_old,maxvote_figurative_old,maxvote_literal_old
on the pig's back,a successful situation and everything is going well for that person,was riding on the pig's back,"after winning the lottery, he was riding on the pig's back and enjoying his newfound wealth","at the farm, the child was riding on the pig's back for fun",0,True,Everything is on the pig's back,Everything is on the pig's back now that I passed my final exam,"Everything is on the pig's back since I put it there,","['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
on the same page,everyone in agreement,be on the same page,"before starting the project, we need to be on the same page regarding our goals","while reading the book together, they happened to be on the same page",0,False,We were on the same page,We were on the same page when it came to which movie we wanted to watch,"We were on the same page, literally, of the book","['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
open old wounds,"to revive memories of an unpleasant event, situation or dispute that took place in the past",opened old wounds,bringing up their past mistakes opened old wounds in the conversation,the surgeon opened old wounds to remove the remaining infection,0,False,He opened old wounds,He opened old wounds when he brought up past disagreements and hostilities,He opened old wounds when he used a scalpel to access scar tissue from a previous injury,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
out of business,out of operational conditions,put them out of business,the new competitor put them out of business by offering lower prices,the fire put them out of business by destroying their store,0,False,They're out of business,They're out of business since competitors have steadily taken away their customer base,They're out of business since they can no longer pay their rent,"['literal', 'ambiguous', 'ambiguous']","['figurative', 'literal', 'ambiguous']","['literal', 'literal', 'literal']",False,ambiguous : ambiguous : literal,ambiguous,ambiguous,literal
out of hand,out of control,got out of hand,the party got out of hand when people started throwing food,the ball got out of hand when he accidentally dropped it,0,False,The party got out of hand,The party got out of hand quickly when everyone started dancing and playing music,The party got out of hand as soon as people started leaving with bottles of alcohol,"['ambiguous', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,figurative : figurative : figurative,figurative,figurative,figurative
out of the closet,go public about something private or hidden,came out of the closet,"after years of hiding his true self, he finally came out of the closet to his family",she came out of the closet after finding the perfect outfit to wear,0,False,They came out of the closet,They came out of the closet when they announced their sexual orientation,They came out of the closet to grab the extra blankets,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'ambiguous']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
out of the frying pan into the fire,to go from a bad to worse situation,jumped out of the frying pan into the fire,"by quitting her job without a backup plan, she jumped out of the frying pan into the fire",the fish jumped out of the frying pan into the fire when the cook wasn't paying attention,0,False,He went from the frying pan into the fire,He went from the frying pan into the fire after changing jobs,He went from the frying pan into the fire when he decided to take a cooking class,"['ambiguous', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,figurative : figurative : figurative,figurative,figurative,figurative
out on the town,go out and enjoy yourself at one or more places in the town,going out on the town,they were excited about going out on the town to celebrate their anniversary,the mayor was going out on the town to inspect the new infrastructure,0,False,She was out on the town,She was out on the town last night enjoying her time after a long day of work,She was out on the town looking for materials to repair her house,"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'literal']","['figurative', 'literal', 'literal']",False,figurative : figurative : literal,figurative,figurative,literal
outside the lines,not sticking to the rules,coloring outside the lines,his innovative approach to the project was like coloring outside the lines,the child was coloring outside the lines in his coloring book,0,False,She was outside the lines,She was outside the lines when she tried to come up with a unique concept for her latest project,She was outside the lines when she colored her latest drawing,"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
over my dead body,"in no way, under no circumstances",over my dead body,"he smirked and said, 'over my dead body will you ever beat me in a race'",the cat walked over my dead body in the crime scene simulation,1,False,It will happen over my dead body,It will happen over my dead body; I will never allow it to happen,It will happen over my dead body; I will never move it out of the way,"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'literal', 'figurative']","['ambiguous', 'figurative', 'literal']",False,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous
over the moon,extremely pleased or happy,over the moon about the news,she was over the moon about the news of her promotion,the astronaut floated over the moon about the news of a successful mission,0,False,He was over the moon,He was over the moon when he heard the news of his promotion,He was over the moon because he observed it in a telescope,"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
