idiom,meaning,subsentence,sentence,label,reason
lick your lips,to show that you're excited about something and are eager for it to happen,He licked his lips,He licked his lips to moisten them.,1,"Here, ""lick [pron] lips"" means to moisten them with saliva."
lie low,"To go out of sight, usually after having done something bad.",He decided to lie low,He decided to lie low and not draw attention to himself.,0,"Here, to ""lie low"" means to keep a low profile and be inconspicuous."
lie low,"To go out of sight, usually after having done something bad.",He decided to lie low,He decided to lie low on the ground.,1,"Here, to ""lie low"" means to actually lie on the ground in a prone position."
lights are on but nobody is home,used to describe a stupid person.,His lights are on but nobody is home,His lights are on but nobody is home; it's like he's unaware of his surroundings.,0,"Here, ""lights are on but nobody is home"" means he's not paying attention."
lights are on but nobody is home,used to describe a stupid person.,His lights are on but nobody is home,His lights are on but nobody is home; he must have gone out.,1,"Here, ""lights are on but nobody is home"" means that there is nobody physically present, though the lights may be on."
line in the sand,a boundary beyond which one cannot proceed without consequences,He drew a line in the sand,He drew a line in the sand when it came to the issue of whether to stay with his current job.,0,"Here, ""line in the sand"" means to draw a bright line between two options, usually in a defiant way."
line in the sand,a boundary beyond which one cannot proceed without consequences,He drew a line in the sand,He drew a line in the sand so that he could see it from across the beach.,1,"Here, ""line in the sand"" means to literally draw a line that is visible from a distance."
live at rack and manger,in between plenty and abundance,I've been living at rack and manger,"I've been living at rack and manger, meaning I care very little and take whatever comes as it is.",0,"Here, to ""live at rack and manger"" means to accept things as they are, due to lack of means or interest. "
live at rack and manger,in between plenty and abundance,I've been living at rack and manger,I've been living at rack and manger since it's the only option I have.,1,"Here, to ""live at rack and manger"" means to live in a very simple and crude manner, with few possessions."
loaves and fishes,done for material benefits,She collected the loaves and fishes,"She collected the loaves and fishes from everyone and with her faith, multiplied them many times.",0,"Here, ""loaves and fishes"" means to use limited resources to provide for more people than originally intended."
loaves and fishes,done for material benefits,She collected the loaves and fishes,She collected the loaves and fishes and brought them to feed the townspeople.,1,"Here, ""loaves and fishes"" means actual bread and fish to feed a large group of people."
long in the tooth,To get too old for something.,He is getting long in the tooth,He is getting long in the tooth as he grows older.,0,"Here, ""long in the tooth"" means to be getting old and experienced."
long in the tooth,To get too old for something.,He is getting long in the tooth,He is getting long in the tooth lately due to the gum recession.,1,"Here, ""long in the tooth"" means to have longer than average looking teeth because of gum recession."
long run,far away in the future,It will help in the long run,"It will help in the long run, even though it may cause difficulties in the short term.",0,"Here, ""long run"" means to look at the future in the context of lasting success. "
long run,far away in the future,It will help in the long run,"It will help in the long run, even if it takes years to become productive.",1,"Here, ""long run"" means to look at the outcomes in a extended period of time."
look before you leap,to make sure that everything is alright before doing something important which you cannot revert,"He looked before he leapt"" ",He looked before he leapt and decided to wait before taking a risky decision.,0,"Here, to ""look before you leap"" means to think before taking an action. "
