annotations_ambiguous,annotations_figurative,annotations_literal,error,idiom,intended_ambiguous_old,intended_ambiguous,intended_figurative_old,intended_figurative,intended_literal_old,intended_literal,iter,maxvote - for sort,maxvote_ambiguous,maxvote_figurative,maxvote_literal,meaning,not_found,well_formed,converted
"['ambiguous', 'ambiguous', 'ambiguous']","['literal', 'figurative', 'figurative']","['figurative', 'figurative', 'literal']",False,it's not brain surgery,It's not brain surgery,it's not brain surgery,"It's not brain surgery, so you shouldn't have to spend too much time on it","don't worry about assembling the furniture, it's not brain surgery","It's not brain surgery, so you don't have to be a neurosurgeon to do it""","fixing a broken computer is complicated, but it's not brain surgery",0.0,ambiguous : figurative : figurative,ambiguous,figurative,figurative,to indicate that a specific task is simple and easy to undertake ,False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'ambiguous', 'ambiguous']","['literal', 'literal', 'literal']",False,jam on your face,John had jam on his face,had jam on his face,John had jam on his face when we saw him in the party,"after making a mistake in the presentation, he had jam on his face in front of the whole team",John had jam on his face when we saw him eating toast,"while eating breakfast, he accidentally had jam on his face from the toast",0.0,ambiguous : ambiguous : literal,ambiguous,ambiguous,literal,"people who appear to be caught, embarrassed or found guilty",False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'literal']","['literal', 'literal', 'ambiguous']",False,jobs for the boys,They got jobs for the boys,giving jobs for the boys,"They got jobs for the boys, which means they're looking to only hire people they know",the company was criticized for giving jobs for the boys instead of hiring based on merit,"They got jobs for the boys, so they'll be able to make some money",the summer camp was giving jobs for the boys to help them earn some pocket money,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,work that someone in an important position gives to their friends or relations,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['literal', 'literal', 'literal']","['literal', 'literal', 'literal']",False,joined the club,He joined the club,joined the club together,He joined the club when he was hired by the prestigious company,"after experiencing the same misfortune, they joined the club together",He joined the club when he paid his membership fee,they filled out the membership forms and joined the club together,0.0,ambiguous : literal : literal,ambiguous,literal,literal,"said in answer to something that someone has said, meaning that you are in the same bad situation as they are",False,False,False
"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['figurative', 'ambiguous', 'ambiguous']",False,"judge, jury and executioner","He was the judge, jury and executioner","acting as judge, jury, and executioner","He was the judge, jury and executioner of his own decisions","he was acting as judge, jury, and executioner when he made the decision without consulting anyone","He was the judge, jury and executioner at the court hearing","in the dystopian play, the main character was acting as judge, jury, and executioner in a twisted legal system",0.0,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,"people that are in charge of every decision made, and they have the power to be rid of whomever they choose",False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,jump on the bandwagon,Everyone was jumping on the bandwagon,jumped on the bandwagon,Everyone was jumping on the bandwagon by supporting the popular opinion,"when the new trend became popular, everyone jumped on the bandwagon",Everyone was jumping on the bandwagon as part of the parade performance,"during the parade, he jumped on the bandwagon to join the musicians",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to start doing something because it is fashionable or profitable,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,jungle out there,It's a jungle out there,it's a jungle out there,It's a jungle out there and it's hard to stay ahead of the rat race,"with so much competition in the job market, it's a jungle out there",It's a jungle out there and it's full of dangerous wild animals,"as we entered the dense rainforest, our guide warned us, it's a jungle out there",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,the situation is dangerous and is characterized by ruthless behavior and competition,False,True,False
"['ambiguous', 'literal', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,jury's out,The jury's out,the jury's out on that decision,The jury's out on what to do next,"regarding the new policy, the jury's out on that decision, as people are still debating its effectiveness",The jury's out after deliberating in the courtroom,"during the court recess, the jury's out on that decision, discussing the case in a separate room",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,when there is no general agreement or consensus on something,False,True,False
"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'ambiguous', 'figurative']","['ambiguous', 'literal', 'literal']",False,just deserts,I got my just deserts,received their just deserts,I got my just deserts when I benevolently helped someone in need,"after cheating on the test, they received their just deserts when they were caught",I got my just deserts when I ordered a dessert in the restaurant,"at the end of the meal, they received their just deserts as the waiter brought out a platter of sweets",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,get what one deserves,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['literal', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,just off the boat,He's just off the boat,just off the boat,"He's just off the boat, but he's already been living the high life","he was so naive and inexperienced, as if he was just off the boat","He's just off the boat, where he sailed from across the ocean","soaking wet and carrying their luggage, they were just off the boat from their island trip",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,a person who is naive and inexperienced,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'ambiguous']","['literal', 'ambiguous', 'literal']",False,just what the doctor ordered,It was just what the doctor ordered,just what the doctor ordered,It was just what the doctor ordered to make things better between us,a relaxing vacation was just what the doctor ordered after a stressful year,It was just what the doctor ordered for her medical condition,the prescribed medication was just what the doctor ordered for her condition,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,exactly what was wanted or needed,False,True,False
