idiom,instance,label,meaning,maxVote,gold_0,gold_1,AssignmentId,WorkerId,TimeMe,batch_num
loose cannon,"after losing his job, he became a loose cannon and started causing problems",figurative,somebody whose activities are uncommon and out of control,figurative,figurative,figurative,"['3BQU611VF50GHUPGA7AY7J5O2P1992', '326O153BMYE9FGTEUYVMLTPPK7VDEW']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[57.594, 51.402]",3
loose cannon,"during the battle reenactment, the replica became a loose cannon when it broke free from its mount",literal,somebody whose activities are uncommon and out of control,literal,literal,literal,"['36W0OB37HCUO2RPCCHSPXO5505XZHX', '34J10VATJVEFKUZ5V3RX67UGVFRIQF']","['A2A6FH0F7LD9ND', 'A2TBXASXZIRNNW']","[52.524, 47.956]",3
lose it,she lost it during the meeting when she could n't handle the pressure anymore,figurative,go insane or crazy,figurative,figurative,figurative,"['3J2UYBXQQ1SB3HZ5C4OTUYDT9KE06L', '3VSOLARPKRPU2S00TY9OG6222X6930']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[28.931, 44.46]",4
lose it,she lost it during the meeting when her pen slipped out of her hand,literal,go insane or crazy,tie,literal,ambiguous,"['3L4D84MILF8Y2CK8UVP39UHFHXJHJ9', '33FOTY3KE210QNTOIE5WU3ODAOCC1P']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[127.917, 52.404]",2
lose your marbles,"after working non-stop for days, he finally lost his marbles and started talking nonsense",figurative,strange behaviors.,figurative,figurative,figurative,"['3E13VNJ1N3BR3QFOAO1I56M8NTW1IG', '31QTRG6Q29TGAIDVZ8YBSQYUGSZYPM']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[147.3, 42.162]",2
lose your marbles,"during the game, he accidentally lost his marbles when the bag ripped open",literal,strange behaviors.,literal,literal,literal,"['3X65QVEQIG3DGUXSBONFEIXR84ZLC6', '38BQUHLA9CGYV1CG15XL9V6XXN8OM8']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[33.41, 102.137]",4
lower the bar,the company lowered the bar for everyone by reducing the performance expectations,figurative,to lower standards or expectations,figurative,figurative,figurative,"['3P59JYT7610O1PDVN400OWYMQQTT2T', '3LUY3GC63FGXVYHUCZ8BFDEXC3UP70']","['APGX2WZ59OWDN', 'APRZ7BR8C0ZMQ']","[83.361, 58.14]",3
lower the bar,the gym instructor lowered the bar for everyone during the limbo competition,literal,to lower standards or expectations,literal,literal,literal,"['3JMSRU9HQYAV9XT0LJVGRFVWKEZVED', '3HOSI13XHF44NAFEY3K2FB74KVUDD3']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[146.977, 37.327]",3
lump in my throat,"when I heard the sad news, I had a lump in my throat and couldn't speak",figurative,to have a tight feeling in your throat because of a strong emotion such as sadness or gratitude,tie,literal,figurative,"['358010RM5U94FXKHGOL8F4G30KAVXM', '34PGFRQON4RGZ2FXPUB3AXR2WVXWJ9']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[40.505, 91.223]",3
lump in my throat,"after swallowing a large piece of food, I had a lump in my throat and needed water",literal,to have a tight feeling in your throat because of a strong emotion such as sadness or gratitude,literal,literal,literal,"['3X0H8UUITH49Y5YNCOKH2YIPSEASWL', '3QILPRALQLB1SRA06PNPPO5XN8Z8NA']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[87.361, 37.845]",3
made it,"after years of hard work, she finally made it in the music industry",figurative,used to indicated the completion of a task,figurative,figurative,figurative,"['3SNLUL3WOK392OESXF8F8OJXF4RULA', '3FDJT1UU7KOHX36VBEO6LCE2RNTK5F']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[74.656, 47.882]",3
made it,"despite the heavy traffic, they finally made it to the party",literal,used to indicated the completion of a task,figurative,figurative,figurative,"['3KOPY89HMOIJ84D9FA0150G5YSZJ32', '3KKG4CDWKYEFKOJ4TCE7QBU8GNJ49D']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[120.387, 48.432]",2
make a clean breast,he finally made a clean breast of the situation and admitted his mistakes,figurative,to tell the truth about something.,figurative,figurative,figurative,"['34HJIJKLPLCDHVW7WDJ3ITJ57PL4VW', '3QHK8ZVMI2YU6P5MXORK3YR9QJ0BLQ']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[97.163, 42.376]",4
make a clean breast,the surgeon made a clean breast of the situation by removing the tumor,literal,to tell the truth about something.,tie,literal,ambiguous,"['3UWN2HHPUELJBBP9KNTU6F5YZ2LSN9', '3570Y55XZ5ZAX5KWWP8OYHK2FBVYGL']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[41.261, 126.539]",4
make a song and dance,she made a song and dance about it when she found out she won the lottery,figurative,if someone complains in an annoying way or becomes unnecessarily excited about something unimportant,tie,figurative,literal,"['3RU7GD8VP49JEW1M026MA4ATZHMSP5', '3TXWC2NHNF6YM9LFJDAPOEAEUD59SS']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[63.337, 51.824]",4
make a song and dance,the performers made a song and dance about it during the musical's finale,literal,if someone complains in an annoying way or becomes unnecessarily excited about something unimportant,literal,literal,literal,"['336KAV9KY68KIBCPXANZWDQ15SQY22', '37C0GNLMHVJ5210ZOGCO95XC39O6DL']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[42.775, 33.368]",4
make ends meet,"after losing her job, she was struggling to make ends meet and pay her bills",figurative,make sufficient money to survive on,figurative,figurative,figurative,"['31HQ4X3T38QTNBMO8ADFTN19UX3SL5', '3180JW2OTKSMMJ0DTTOUKXEPCOQJ5S']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[48.675, 79.492]",2
make ends meet,the tailor was struggling to make ends meet when sewing the two pieces of fabric together,literal,make sufficient money to survive on,literal,literal,literal,"['3P1L2B7ADH5EPJUV1TW69IR8X80LO1', '37FMASSAYS7SGOXGCLU7BIZH95OBIA']","['A1HKYY6XI2OHO1', 'A2A6FH0F7LD9ND']","[100.216, 34.816]",2
make it big,"after years of hard work, she finally made it big in the industry",figurative,become very successful or famous,figurative,figurative,figurative,"['3Q8GYXHFE5IZE5U7J178XT1UME05C3', '3OCHAWUVG40QZMQ5HK71DV5MKMIXKH']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[41.959, 60.66]",4
make it big,the baker made it big in the industry by creating giant-sized cakes,literal,become very successful or famous,tie,literal,figurative,"['34Q075JO1DTGWVY86YCCZ2MC19J109', '37TRT2X2467OBZHMU3F7NJEHMUFJBG']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[88.712, 44.096]",3
make ones bed and lie on it,they made their bed and lied on it when they decided to invest in that risky business,figurative,to be responsible for what you have done and accept the results,figurative,figurative,figurative,"['3L4D84MILF8Y2CK8UVP39UHFHXJHJ9', '33FOTY3KE210QNTOIE5WU3ODAOCC1P']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[127.917, 52.404]",2
make ones bed and lie on it,"after tidying up the room, they made their bed and lied on it to take a nap",literal,to be responsible for what you have done and accept the results,literal,literal,literal,"['3HPZF4IVN29XGT4RU3C58QZNHJOYCW', '3HHRAGRYXOLJOHTMCWTG490DXOMO9U']","['A2TBXASXZIRNNW', 'A38DXFI1TZA295']","[25.279, 35.488]",3
makes his hackles rise,the sound of nails on a chalkboard makes his hackles rise,figurative,to make you angry,figurative,figurative,figurative,"['308XBLVESYK59N0Z28OGPA08WBORBV', '378XPAWRUSTNXESO67UBG7FBRXKIAN']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[116.625, 94.891]",4
makes his hackles rise,"when the dog senses danger, it makes his hackles rise on his back",literal,to make you angry,literal,literal,literal,"['3QRYMNZ7FEXKQB2O9NYKGK1K1LKNTE', '37WLF8U1W56DG769GXYBDIS2NI4K6V']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[173.839, 66.1]",3
makes my ears burn,hearing people gossip about me makes my ears burn,figurative,"to be embarrassed by what you hear, especially if the conversation is about you",figurative,figurative,figurative,"['3KMS4QQVKI69Z0ZKHQ1F7O5FGHMFK8', '3LOTDFNYANF0U0T164KIVZZA3OVFW4']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[123.239, 24.427]",4
makes my ears burn,standing too close to the bonfire makes my ears burn,literal,"to be embarrassed by what you hear, especially if the conversation is about you",literal,literal,literal,"['31LM9EDVO18QC86JXTKGEEEB3JTJN5', '37QW5D2ZRW2Y8425EL4BOIF3A778SM']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[151.706, 25.551]",3
man's best friend,the loyal dog is often considered a man's best friend,figurative,"It refers to animals that are of use to human beings, mostly used to address dogs.",figurative,figurative,figurative,"['37C0GNLMHVJ5210ZOGCO95XC39MD6Q', '34S9DKFK7J5G7X1IJTLJO1TZGNHYNT']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[146.225, 31.841]",4
man's best friend,"he wrote a book about his childhood, where he described his brother as a man's best friend",literal,"It refers to animals that are of use to human beings, mostly used to address dogs.",literal,literal,literal,"['3SB4CE2TJBBKN9HJ5TUCJH2QFAOXA2', '34BBWHLWHQRK4RVR7CQ3YWC2JGNIWY']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[46.406, 154.093]",4
match made in heaven,"their partnership was a match made in heaven, as they complemented each other's skills",figurative,a combination of two people that is perfect in every way,figurative,figurative,figurative,"['3GS6S824S6DCIS6I4S3V348J5F2WND', '3DEL4X4ELM1LJRFMLZ8SM3KXI1CYXY']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[122.602, 30.971]",3
match made in heaven,the angelic dating service claimed to provide a match made in heaven for its clients,literal,a combination of two people that is perfect in every way,tie,literal,figurative,"['340UGXU9DEHCYTQMBJALVXHZ62TUVT', '317HQ483IN8UHXMDFBZG2DZBQ44INS']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[117.364, 55.228]",3
mean business,"when it comes to meeting deadlines, they really mean business",figurative,to be focused about achieving a goal,figurative,figurative,figurative,"['3IGI0VL64N04DJXGD6CLMAVX2D3NOS', '3AAJC4I4FW8KTXK20HVA91LKDX1ZJ2']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[39.011, 152.639]",3
mean business,the entrepreneurs' conference was filled with people who they really mean business,literal,to be focused about achieving a goal,tie,literal,figurative,"['31HQ4X3T38QTNBMO8ADFTN19U76LSL', '3L6L49WXWGDWJ1HSQM1QEVP6U1445A']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[41.727, 47.025]",3
meet halfway,"to resolve the conflict, they decided to meet halfway in the park and discuss their differences",figurative,to reach a compromise,literal,literal,literal,"['34QN5IT0TF7Y7VIT5JLREC9KFF480F', '36H9ULYP6IAEOGT2Z51369521SMFJ9']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[64.508, 108.626]",4
meet halfway,"since they lived on opposite sides of town, they agreed to meet halfway in the park for a picnic",literal,to reach a compromise,literal,literal,literal,"['3JWH6J9I98TKUP87917ZGQVYV4HNB1', '3Z3ZLGNNSYA0URHMA0KA21SRCNRQ30']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[120.909, 50.118]",2
mend fences,"after the argument, he started mending fences with her by apologizing",figurative,to try and improve a bad relationship with another party,figurative,figurative,figurative,"['3BDCF01OGDAQJXYX7G54B9PABI0LYD', '3Y54SXRO111XL1MX6OA6UFTE97ATUP']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[113.946, 31.328]",2
mend fences,the farmer spent the afternoon mending fences with her to keep the animals inside,literal,to try and improve a bad relationship with another party,literal,literal,literal,"['3QAVNHZ3E2KPNF0URARO8N7381ZLAP', '3C6FJU71T69T2NLRGUX52WLTOJVYU6']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[96.746, 106.758]",3
miles away,"during the meeting, her thoughts seemed miles away from the topic",figurative,unaware of the current situation,figurative,figurative,figurative,"['3GM6G9ZBK3DE8THOXMJK35CKWVATMK', '3M1CVSFP6GL0ECG7JFZKP96XI7MQAJ']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[26.856, 38.985]",3
miles away,the mountain peak seemed miles away from our current location,literal,unaware of the current situation,literal,literal,literal,"['337RC3OW0LI9F33S25IK4ALGTBFLV5', '34X6J5FLP9EBF5JBDLCXI89G8UVQJE']","['A1HKYY6XI2OHO1', 'AKQAI78JTXXC9']","[108.09, 31.38]",4
miles to go before I sleep,"with a long list of tasks to complete, I have miles to go before I sleep",figurative,you have a lot to do before you can rest,tie,literal,figurative,"['3PM8NZGV8EWCAPO0UPRY9HHVJSAQX2', '39GHHAVOMV74Q0WDFO5KF58BC2DJ4P']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[27.69, 146.586]",4
miles to go before I sleep,"during the long hike, I thought to myself, 'miles to go before I sleep' as I checked the map",literal,you have a lot to do before you can rest,tie,figurative,literal,"['3TXWC2NHNF6YM9LFJDAPOEAEUD4S9A', '3UJ1CZ6IZX5FLMJ3GNX8CY5C8HLS5J']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[61.533, 74.826]",4
mind your own beeswax,"instead of gossiping about others, focus on minding your own beeswax",figurative,do not interfere into someone else's matter,figurative,figurative,figurative,"['3OONKJ5DKSZ2CA8JAG7CVFV3LOPOB4', '3ZSY5X72NDRPSHP86DT2VU073ASROK']","['A2TBXASXZIRNNW', 'AX8NXTT8QMGHC']","[25.904, 45.545]",3
mind your own beeswax,"while working at the apiary, concentrate on minding your own beeswax production",literal,do not interfere into someone else's matter,literal,literal,literal,"['3U088ZLJV099XWEB3M1XSSC6XM6W0H', '3LS2AMNW5V6PGGA8TY42Q4Q27O5QOX']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[54.828, 41.812]",4
mind your own business,the neighbors were minding their own business and didn't notice the commotion next door,figurative,to look into your own matter,figurative,figurative,figurative,"['3WYGZ5XF3CVI3546NA1EENOU57GSK4', '3AZHRG4CUK0C6YCNT2QVNV19ZTC30I']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[145.245, 43.703]",4
mind your own business,the entrepreneurs were minding their own business by managing their respective companies,literal,to look into your own matter,literal,literal,literal,"['31HQ4X3T38QTNBMO8ADFTN19UX3SL5', '3180JW2OTKSMMJ0DTTOUKXEPCOQJ5S']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[48.675, 79.492]",2
miss the boat,she missed the boat on that opportunity by not applying for the job in time,figurative,miss a chance,figurative,figurative,figurative,"['3NVC2EB656F93T881A14FNVTB6QY3D', '36TFCYNS4KQZXWPXBZ4403PUS5EXHD']","['APRZ7BR8C0ZMQ', 'AURYD2FH3FUOQ']","[76.416, 57.204]",4
miss the boat,she missed the boat on that opportunity to take the scenic river cruise,literal,miss a chance,literal,literal,literal,"['3VNXK88KKSYEE12JD8FUZ1ULTHYV9I', '3A7Y0R2P244VO2KNZZ7PCG595XIXJI']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[46.391, 49.953]",4
more heat than light,the heated debate generated more heat than light and left everyone confused,figurative,to cause anger or intense reaction but doesn't clarify anything,figurative,figurative,figurative,"['379J5II414WSDSH67FTA46XUTGXLEK', '3LEP4MGT3WGB8DHUK7TWKLJ4HAIDBW']","['A290OV59Q76QC8', 'A2TBXASXZIRNNW']","[44.438, 24.391]",3
more heat than light,the malfunctioning light bulb generated more heat than light and needed to be replaced,literal,to cause anger or intense reaction but doesn't clarify anything,literal,literal,literal,"['3BQU611VF50GHUPGA7AY7J5O2P1992', '326O153BMYE9FGTEUYVMLTPPK7VDEW']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[57.594, 51.402]",3
my hands are full,"With three projects to manage and a presentation to prepare, my hands are full at the moment",figurative,someone is too busy or has too much going on to be able to do or become involved with anything else,figurative,figurative,figurative,"['3634BBTX04AIT59WHNG3U8Q2ODIIFL', '3M81GAB8AGZ5XMLZPTZGKKQ30P7BQZ']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[43.798, 37.218]",3
my hands are full,"Carrying a stack of books and a cup of coffee, my hands are full at the moment",literal,someone is too busy or has too much going on to be able to do or become involved with anything else,literal,literal,literal,"['3IUZPWIU14NBAMLF7FBFBCRFBATWKK', '3ZDAD0O1THTP25GSBTLTEMSI3PRTXH']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[103.687, 52.675]",2
my way or the highway,"when it comes to decision-making, he always says it's my way or the highway",figurative,to order someone to do something in a specific way without providing an alternative.,figurative,figurative,figurative,"['3DIP6YHAPS8XYLXNDQK6Z1BO9GY8EL', '36NEMU28XVT60ALISROVQPJJ0PSWMD']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[89.512, 33.428]",3
my way or the highway,the sign at the fork in the road read 'it's my way or the highway',literal,to order someone to do something in a specific way without providing an alternative.,figurative,figurative,figurative,"['3RSDURM96Q2CDRO5QUI0YEZQ2V1YEP', '3NPFYT4IZSKLX0UMRTMMF3DTD5MGXI']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[166.941, 46.671]",3
nail biter,the final moments of the game were a real nail biter as both teams were neck and neck,figurative,"a situation like a close contest, which induces anxiety or tension.",figurative,figurative,figurative,"['3RU7GD8VP49JEW1M026MA4ATZHMSP5', '3TXWC2NHNF6YM9LFJDAPOEAEUD59SS']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[63.337, 51.824]",4
nail biter,"watching her chew on her fingers during the movie, it was clear she was a real nail biter",literal,"a situation like a close contest, which induces anxiety or tension.",literal,literal,literal,"['3QEMNNSB2DFO61E47QHGFJX8YKRD7A', '3IAEQB9FMU03WGF5FYPS7ZWPRB0DWC']","['A290OV59Q76QC8', 'APGX2WZ59OWDN']","[45.757, 99.104]",3
nail in the coffin,his resignation letter put the final nail in the coffin for the company's future,figurative,"an action/event that will help bring about the death, end, or failure of something or someone",figurative,figurative,figurative,"['3ZAZR5XV0HYXLJEWQPEOMX8PND7CZG', '3IGI0VL64N04DJXGD6CLMAVX2DINO7']","['A2H1QUGX0SOUMH', 'APRZ7BR8C0ZMQ']","[366.142, 27.077]",4
nail in the coffin,the undertaker put the final nail in the coffin before lowering it into the ground,literal,"an action/event that will help bring about the death, end, or failure of something or someone",literal,literal,literal,"['32RIADZIS8KXP3F32IEY76ZY8BA4SQ', '3OS4RQUCRPV86XVQBDOM8LMPTDZFBQ']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[83.249, 148.876]",2
never looked back,"she quit her job and started her own business, and she never looked back after that",figurative,"after an event which changed your life for the better, you continue to be happy with the situation",figurative,figurative,figurative,"['3VFJCI1K4FF1048AIUGUQLR5COGRGC', '3V5Q80FXID7J28F18PU96JUOWRX232']","['A110KENBXU7SUJ', 'A1HKYY6XI2OHO1']","[21.296, 122.951]",4
never looked back,he walked away from the haunted house and never looked back after that,literal,"after an event which changed your life for the better, you continue to be happy with the situation",literal,literal,literal,"['3Q8GYXHFE5IZE5U7J178XT1UME05C3', '3OCHAWUVG40QZMQ5HK71DV5MKMIXKH']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[41.959, 60.66]",4
night owl,she was more productive being a night owl and working late hours,figurative,Someone who is vigilant late at night.,figurative,figurative,figurative,"['3GDTJDAPVARVA9P0UO8PC9GXII5M84', '34J10VATJVEFKUZ5V3RX67UGVF6IQU']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[113.986, 73.147]",4
night owl,"for the costume party, he dressed up as being a night owl with large wings and a beak",literal,Someone who is vigilant late at night.,tie,literal,figurative,"['337RC3OW0LI9F33S25IK4ALGTB0LVQ', '3X4MXAO0BW4XXQYAXZKCCODT6CRWR1']","['A2LMQ4497NMK3S', 'AX8NXTT8QMGHC']","[151.871, 56.632]",3
