idiom,meaning,intended_figurative,intended_literal,maxVote_figurative,maxVote_literal,gold_figurative,gold_literal,well_formed
paint the town red,to celebrate and have a wild time,"after winning the championship, they decided to paint the town red together and celebrate","as part of a community art project, they decided to paint the town red together by covering the walls with vibrant murals",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
pass away,die,our beloved grandmother passed away peacefully in her sleep,"the storm passed away peacefully, leaving a calm and clear sky",tie,literal,"['figurative', 'literal']","['literal', 'literal']",False
pass on the baton,give responsibility for something important to another person.,the retiring CEO passed on the baton to her as the new leader of the company,"during the relay race, he passed on the baton to her for the next lap",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
pass the buck,passing blame to another person,"he didn't want to take responsibility, so he passed the buck to her",he handed her a dollar bill and passed the buck to her,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
pass the torch,to pass on the responsibility,the retiring CEO passed the torch to her as the new leader of the company,"during the relay race, he passed the torch to her for the next lap",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
pay the piper,to bear the ill-effects of something that was enjoyable at one time,"after a night of excessive partying, they had to pay the piper the next day","the musicians finished their performance, and we had to pay the piper for his services",figurative,tie,"['figurative', 'figurative']","['figurative', 'literal']",False
pie in the sky,used to portray or refer to something that is lovely to consider however is probably not going to happen,his plan to become a millionaire overnight was just a pie in the sky,the artist painted a pie in the sky to represent the whimsical nature of dreams,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
piece of work,"a complex, tricky, or odd person","he was a real piece of work, always causing trouble and stirring up drama","the sculpture she created was a real piece of work, showcasing her artistic talent",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
pieces of the same cake,things that have the same characteristics or qualities,"they have similar personalities, like two pieces of the same cake",she cut two pieces of the same cake to share with her friend,tie,tie,"['discard', 'figurative']","['literal', 'figurative']",False
pipe down,to take to one or more notches down to its current standard,the teacher told them to pipe down when they were being too loud,the plumber told them to pipe down the water pressure to avoid leaks,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
piss and vinegar,to self-reference someone who is in a bad mood and ready to fight.,"the young athlete was full of piss and vinegar, eager to prove himself",the container was accidentally full of piss and vinegar after a mix-up at the factory,figurative,tie,"['figurative', 'figurative']","['literal', 'discard']",False
play cat and mouse,to play with or tease someone,the detective played cat and mouse with the suspect to get a confession,the children played cat and mouse by pretending to be animals in their game,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
