idiom,phrase,sentence,sentence_label_gpt3,sentence_reason_gpt3,phrase_label,sentence_label,kor_Hang_idiom,kor_Hang_phrase,kor_Hang_sentence,kor_Hang_phrase_label,kor_Hang_sentence_label,kor_Hang_notes,fra_Latn_idiom,fra_Latn_phrase,fra_Latn_sentence,fra_Latn_phrase_label,fra_Latn_sentence_label,heb_Hebr_idiom,heb_Hebr_phrase,heb_Hebr_sentence,heb_Hebr_phrase_label,heb_Hebr_sentence_label,zho_Hans_idiom,zho_Hans_phrase,zho_Hans_sentence,zho_Hans_phrase_label,zho_Hans_sentence_label,yor_Latn_idiom,yor_Latn_phrase,yor_Latn_sentence,yor_Latn_phrase_label,yor_Latn_sentence_label
written all over face,It was written all over his face,It was written all over his face with a marker.,1,"Here, ""written all over face"" means to have words written on the face.",2,1,얼굴에 쓰여진 글,얼굴에 쓰여있었어,얼굴에 표지판이 적혀있었어요,2,1,"""written all over face"" is an existing idiom in the Korean language.",écrit sur tout le visage,Il avait écrit tout sur son visage.,Il avait un marqueur sur tout le visage.,,,כתוב על כל הפנים,זה היה כתוב על כל הפנים שלו.,זה היה כתוב על פניו עם סימן.,,,面上写着,他脸上写着,他脸上写着标记.,,,a kọ ọ́ sórí gbogbo ojú,Ó wà ní gbogbo ojú rẹ̀,Ó ní àmì kan lórí gbogbo ojú rẹ̀.,,
eat crow,I had to eat crow,I had to eat crow and admit that I was wrong.,0,"Here, to ""eat crow"" means to accept humiliation or defeat.",2,0,까마귀를 먹는다,난 까마귀를 먹어야 했다,난 까마귀를 먹고 내가 틀렸다고 인정해야 했다.,1,1,,manger le corbeau,J'ai dû manger du corbeau.,J'ai dû manger du corbeau et admettre que j'avais tort.,,,לאכול עוף,הייתי צריך לאכול עוף.,הייתי צריך לאכול עוף ולהודות שאני טועה.,,,吃,我不得不吃,"我不得不吃乌,承认自己错了.",,,jẹ́ ẹyẹ òkùnkùn,Mo ní láti jẹ òkùnkùn,Mo ní láti jẹ ọ̀kọ̀ọ̀kan àwọn ọ̀tá kí n sì gbà pé mo ṣàṣìṣe.,,
eat crow,I had to eat crow,I had to eat crow because I was so hungry.,1,"Here, to ""eat crow"" means to actually eat the bird crow.",2,1,까마귀를 먹는다,난 까마귀를 먹어야 했다,너무 배고프기 때문에 까마귀를 먹어야 했습니다.,1,1,,manger le corbeau,J'ai dû manger du corbeau.,J'ai dû manger un corbeau parce que j'avais tellement faim.,,,לאכול עוף,הייתי צריך לאכול עוף.,הייתי צריך לאכול עוף כי הייתי כל כך רעב.,,,吃,我不得不吃,"我不得不吃乌,因为我很饿.",,,jẹ́ ẹyẹ òkùnkùn,Mo ní láti jẹ òkùnkùn,Mo ní láti jẹ òkùnkùn nítorí ebi ń pa mí.,,
broken the back of,We've broken the back of the project,We've broken the back of the project by completing the most difficult tasks.,0,"Here, to ""break the back of"" means to make a difficult task easier by completing the most difficult parts.",2,0,찢어진 뒤,우리는 프로젝트의 뒷부분을 깨고,우리는 가장 어려운 작업을 완료함으로써 프로젝트의 뒷부분을 깨고 있습니다.,2,0,"The term 깨다 (break), when used as a slang in Korean, can mean ""crushing stages"".",le dos cassé de,Nous avons brisé le fond du projet.,Nous avons brisé le fond du projet en terminant les tâches les plus difficiles.,,,הגב שבור,שברנו את החלק האחורי של הפרויקט.,שברנו את החלק האחורי של הפרויקט על ידי השלמת המשימות הקשות ביותר.,,,破裂后部,我们已经打破了这个项目.,我们通过完成最困难的任务来打破了这个项目.,,,ẹ̀yìn tí wọ́n ti fọ́,A ti fọ apá ìyìn ètò náà,A ti fọ̀ ọ̀nà tó dára jù lọ nínú iṣẹ́ náà nípa ṣíṣe àwọn iṣẹ́ tó ṣòro jù lọ.,,
broken the back of,We've broken the back of the project,We've broken the back of the project by using a hammer to break the wooden frame.,1,"Here, to ""break the back of"" means to physically break the back of the project.",2,1,찢어진 뒤,우리는 프로젝트의 뒷부분을 깨고,우리는 나무 프레임을 깨기 위해 해마를 사용하여 프로젝트의 뒷부분을 깨었습니다.,2,1,,le dos cassé de,Nous avons brisé le fond du projet.,Nous avons cassé le fond du projet en utilisant un marteau pour briser le cadre en bois.,,,הגב שבור,שברנו את החלק האחורי של הפרויקט.,שברנו את החלק האחורי של הפרויקט באמצעות פטיש כדי לשבור את המסגרת העץ.,,,破裂后部,我们已经打破了这个项目.,"我们用子打破木制框架,",,,ẹ̀yìn tí wọ́n ti fọ́,A ti fọ apá ìyìn ètò náà,"A ti fọ apá ìyìn àgbá náà, a sì ti fi ọ̀bẹ kan fọ́ àgbá igi náà.",,
holds water,This argument holds water,This argument holds water because it is well-supported by evidence.,0,"Here, ""holds water"" means to be logically sound or valid.",0,0,물을 담고 있습니다,이 주장은 물,이 주장은 증거에 의해 잘 뒷받침되기 때문에 물과 함께 있습니다.,1,1,,contient de l'eau,Cet argument est à l'eau.,Cet argument est valable parce qu'il est bien soutenu par des preuves.,,,מחזיקים מים,הטיעון הזה מחזיק מים.,הטיעון הזה הוא מוצק כי הוא נתמך היטב על ידי ראיות.,,,含有水,这种论点是有水的,"这种论点是坚定的,因为它得到了证据的支持.",,,ó ń gba omi,Ọ̀rọ̀ yìí kò ní já mọ́ nǹkan kan.,Ìwádìí yìí kò já mọ́ nǹkan kan torí pé ẹ̀rí fi hàn pé òótọ́ lọ̀rọ̀ náà.,,
holds water,This argument holds water,This argument holds water because it is waterproof.,1,"Here, ""holds water"" means to be able to contain liquid without leaking.",0,1,물을 담고 있습니다,이 주장은 물,이 주장은 물도 잘 안 내리기 때문에 물도 잘 안 내리는 것입니다.,1,1,,contient de l'eau,Cet argument est à l'eau.,Cet argument tient à l'eau parce qu'il est imperméable.,,,מחזיקים מים,הטיעון הזה מחזיק מים.,הטיעון הזה מחזיק מים כי הוא מחסין למים.,,,含有水,这种论点是有水的,"这种论点是坚持水的,因为它是防水的.",,,ó ń gba omi,Ọ̀rọ̀ yìí kò ní já mọ́ nǹkan kan.,Ọ̀rọ̀ yìí kò ní omi torí pé kò ní omi.,,
joined the club,I joined the club,I joined the club of people who have experienced the same thing as me.,0,"Here, to ""join the club"" means to become part of a group of people who have shared a similar experience.",2,0,클럽에 합류,클럽에 가입했어요,저는 저와 같은 경험을 한 사람들의 클럽에 가입했습니다.,2,0,"To ""join a club"" is not idiomatic but can be used metaphorically.",Il a rejoint le club.,Je suis entré dans le club.,Je me suis jointe au club de personnes qui ont vécu la même chose que moi.,,,הצטרף למועדון,הצטרפתי למועדון.,הצטרפתי למועדון של אנשים שחוו את אותו הדבר כמוני.,,,加入了俱乐部,我加入了俱乐部.,我加入了与我同样经历过的人的俱乐部.,,,wọ́n dara pọ̀ mọ́ àpéjọ náà,Mo dara pọ̀ mọ́ kálúbù náà,Mo dara pọ̀ mọ́ àwọn tó ti ní irú ìrírí yẹn.,,
joined the club,I joined the club,I joined the club by paying the membership fee.,1,"Here, to ""join the club"" means to become a member of a physical organization.",2,1,클럽에 합류,클럽에 가입했어요,저는 회원료를 지불함으로써 클럽에 가입했습니다.,2,1,,Il a rejoint le club.,Je suis entré dans le club.,Je suis entré dans le club en payant les frais d'adhésion.,,,הצטרף למועדון,הצטרפתי למועדון.,הצטרפתי למועדון על ידי שילמת את דמי החברות.,,,加入了俱乐部,我加入了俱乐部.,我通过支付会员费而加入俱乐部.,,,wọ́n dara pọ̀ mọ́ àpéjọ náà,Mo dara pọ̀ mọ́ kálúbù náà,Mo wọ kálúbù náà nípa fífi owó ọ̀yà wọn san.,,
ants in his pants,He had ants in his pants,He had ants in his pants because he was so excited to go to the amusement park.,0,"Here, ""ants in his pants"" means to be very restless or energetic.",2,0,그의 바지에 개미,그는 그의 바지에 개미를 가지고 있었다,그는 팬트에 개미를 넣었기 때문에 놀이공원에 갈 때 너무 흥분했었기 때문입니다.,1,1,,les fourmis dans ses pantalons,Il avait des fourmis dans ses pantalons.,Il avait des fourmis dans ses pantalons parce qu'il était tellement excité d'aller au parc d'attractions.,,,נמלים במכנסיים שלו,היו לו נמלים במכנסיים.,היה לו נמלים במכנסיים כי הוא היה כל כך נרגש ללכת לפארק הפריח.,,,子里有,他着子里有,"他着子里有,因为他很兴奋要去娱乐园.",,,àwọn ewéko nínú ẹ̀wù rẹ̀,Ó ní àtẹ́lẹ̀ nínú ẹ̀wù,Ó ní àwọn ewéko nínú ẹ̀wù rẹ̀ nítorí pé inú rẹ̀ máa ń dùn gan-an pé òun máa lọ sí pápá eré ìnàjú.,,
ants in his pants,He had ants in his pants,He had ants in his pants because he forgot to check his pockets before putting them on.,1,"Here, ""ants in his pants"" means to have literal ants in his pants.",2,1,그의 바지에 개미,그는 그의 바지에 개미를 가지고 있었다,그는 주머니를 체크하는 것을 잊었기 때문에 바지에 개미가 있었다.,1,1,,les fourmis dans ses pantalons,Il avait des fourmis dans ses pantalons.,Il avait des fourmis dans ses pantalons parce qu'il avait oublié de vérifier ses poches avant de les mettre.,,,נמלים במכנסיים שלו,היו לו נמלים במכנסיים.,היה לו נמלים במכנסיים כי שכח לבדוק את הכיסים שלו לפני שהוא לובש אותם.,,,子里有,他着子里有,"他着子里有,因为他忘了在穿上之前检查口袋.",,,àwọn ewéko nínú ẹ̀wù rẹ̀,Ó ní àtẹ́lẹ̀ nínú ẹ̀wù,Ó ní àgbọn nínú ẹ̀wù rẹ̀ nítorí pé ó gbàgbé láti ṣàyẹ̀wò àpò rẹ̀ kó tó gbé wọn wọ̀.,,
was tailor made,This job was tailor made for me,This job was tailor made for me because it fits my skills and experience perfectly.,0,"Here, ""tailor made"" means to be custom-made or specifically designed for a particular purpose.",0,0,맞춤형으로 제작되었습니다,이 일은 제 맞춤형으로 만들어졌습니다,이 직업은 제 기술과 경험에 완벽하게 맞기 때문에 제 맞춤형으로 만들어졌습니다.,2,0,,a été réalisé sur mesure,Ce travail a été fait sur mesure pour moi.,Ce travail a été fait sur mesure pour moi parce qu'il correspond parfaitement à mes compétences et à mon expérience.,,,היה עשוי לפי דפוס,העבודה הזאת עשתה לפי דפוס בשבילי.,העבודה הזאת עשתה לפי מידה שלי כי היא מתאימה באופן מושלם לאומנויות ולחוויה שלי.,,,制,这份工作是为我做的,"这份工作是为我做出的,因为它完全符合我的技能和经验.",,,a ṣe é ní ìbámu pẹ̀lú ìṣe,A ṣe iṣẹ́ yìí fún mi,Wọ́n ṣe iṣẹ́ yìí fún mi torí pé ó bá òye mi àti ìrírí mi mu.,,
was tailor made,This job was tailor made for me,This job was tailor made for me because I had a tailor make my suit for the interview.,1,"Here, ""tailor made"" means to be made by a tailor.",0,1,맞춤형으로 제작되었습니다,이 일은 제 맞춤형으로 만들어졌습니다,이 일은 제가 맞춤형으로 만든 일이었습니다. 왜냐하면 면접을 위해 제 옷을 만드는 수직자가 있었기 때문입니다.,2,1,,a été réalisé sur mesure,Ce travail a été fait sur mesure pour moi.,Ce travail a été fait sur mesure pour moi parce que j'ai fait un tailleur pour mon costume pour l'entrevue.,,,היה עשוי לפי דפוס,העבודה הזאת עשתה לפי דפוס בשבילי.,"העבודה הזאת נעשית לפי מי שאני, כי היה לי מעצב שיכין לי את החליפה לראיון.",,,制,这份工作是为我做的,"这份工作是为我做的,因为我让一个裁为面试做我的服装.",,,a ṣe é ní ìbámu pẹ̀lú ìṣe,A ṣe iṣẹ́ yìí fún mi,Wọ́n ṣe iṣẹ́ yìí fún mi nítorí pé mo ní alùṣọ kan tó máa ń ṣe aṣọ mi fún ìfọ̀rọ̀wérọ̀.,,
raising eyebrows,He raised his eyebrows,He raised his eyebrows when I told him the news.,0,"Here, to ""raise eyebrows"" means to express surprise or disapproval.",2,0,눈을 올리는,그는 눈을 펴서,내가 그에게 소식을 전했을 때 눈을 올렸다.,2,0,"""눈을 펴다"" and ""눈을 올리다"" are unnatural expressions, but a similar expression ""눈이 휘동그레지다"" is a valid Korean idiom frequently used in literature. Since they are considered semantically equivalent, ""눈을 펴다"" and ""눈을 올리다"" must be considered valid idioms.",les sourcils élevés,Il a levé ses sourcils.,Il a levé les sourcils quand je lui ai dit la nouvelle.,,,הגדלת חצפיות,הוא הרים את החזית שלו.,הוא הריח את הפרצופים שלו כשסיפרתי לו את החדשות.,,,抬起眉毛,他抬起眉毛.,"我告诉他这个消息时,他抬起眉毛.",,,fífi ojú rẹ̀ gbé,Ó gbé ojú rẹ̀ sókè,Ó gbé ojú rẹ̀ sókè nígbà tí mo sọ ìròyìn náà fún un.,,
raising eyebrows,He raised his eyebrows,He raised his eyebrows to get a better view of the situation.,1,"Here, to ""raise eyebrows"" means to physically lift the eyebrows.",2,1,눈을 올리는,그는 눈을 펴서,그는 상황을 더 잘 파악하기 위해 눈을 올렸다.,2,1,,les sourcils élevés,Il a levé ses sourcils.,Il a levé ses sourcils pour mieux voir la situation.,,,הגדלת חצפיות,הוא הרים את החזית שלו.,הוא הרים את הגבות כדי לקבל מבט טוב יותר על המצב.,,,抬起眉毛,他抬起眉毛.,"他抬起眉毛,以更好地看待情况.",,,fífi ojú rẹ̀ gbé,Ó gbé ojú rẹ̀ sókè,Ó gbé ojú rẹ̀ sókè kó lè mọ ohun tó ń ṣẹlẹ̀.,,
held water,The argument held water,The argument held water because it was well-supported with evidence.,0,"Here, to ""hold water"" means to be logically sound and convincing.",0,0,수류,논쟁은 물로 끝났습니다,이 논쟁은 물로 어졌는데 증거가 잘 뒷받침되었기 때문입니다.,1,1,,eau de conservation,L'argument était en train de se déchaîner.,L'argument était à l'eau car il était bien soutenu par des preuves.,,,מים,המאבק היה קבוע.,הטיעון היה מוצק כי הוא היה מבוסס היטב על ראיות.,,,保持水,争论不停.,"这场争论是坚定的,因为它得到了证据的支持.",,,omi tí a fi ń pa mọ́,Ọ̀rọ̀ náà kò yé wọn,Ọ̀rọ̀ náà kò yé àwọn èèyàn torí pé ẹ̀rí tó fi hàn pé òótọ́ lọ̀rọ̀ náà.,,
held water,The argument held water,The argument held water because I put it in a bucket.,1,"Here, to ""hold water"" means to be able to contain liquid.",0,1,수류,논쟁은 물로 끝났습니다,물은 물이었는데 내가 버킷에 넣었기 때문이었죠.,1,1,,eau de conservation,L'argument était en train de se déchaîner.,La discussion était en cours parce que je l'ai mis dans un seau.,,,מים,המאבק היה קבוע.,התווכחות החליפה מים כי הכנסתי אותה בקבוק.,,,保持水,争论不停.,"争论中,我把它放进一个桶里.",,,omi tí a fi ń pa mọ́,Ọ̀rọ̀ náà kò yé wọn,Ọ̀rọ̀ náà kò yé mi torí pé mo fi sínú adágún.,,
lost my marbles,I lost my marbles,I lost my marbles when I heard the news.,0,"Here, to ""lose one's marbles"" means to become mentally unstable or confused.",2,0,내 덩어리를 잃었어,난 내 덩어리를 잃었어,뉴스를 들었을 때 내 소리는 사라졌습니다.,1,3,"""Marbles"" was translated as ""sound"", which is incorrect.",j'ai perdu mes marbres,J'ai perdu mes marbres,J'ai perdu mes boucles quand j'ai entendu la nouvelle.,,,איבדתי את הקלפים שלי.,איבדתי את הקלפים שלי.,איבדתי את הקלפים שלי כששמעתי את החדשות.,,,失去我的子,我失去了我的子.,"我听到这个消息时,我失去了子.",,,mo pàdánù àwọn ìrẹ́kẹ́ mi,Mo pàdánù àwọn ìrẹ́kẹ́ mi,Mo pàdánù ohun tí mo ní nígbà tí mo gbọ́ ìròyìn náà.,,
