,,,,,,Name:,Jaechan Lee,
,,lit,The mayor was [[going out on the town]] to inspect the new infrastructure,,,TRUE,FALSE,FALSE
over my dead body,"in no way, under no circumstances",fig,"He smirked and said, '[[over my dead body]] will you ever beat me in a race'",,,TRUE,FALSE,FALSE
,,lit,The cat walked [[over my dead body]] in the crime scene simulation,,,TRUE,FALSE,FALSE
over the moon,extremely pleased or happy,fig,She was [[over the moon about the news]] of her promotion,,,TRUE,FALSE,FALSE
,,lit,The astronaut floated [[over the moon about the news]] of a successful mission,,,TRUE,FALSE,FALSE
paddle own canoe,To be able to act without having to depend on anyone.,fig,They decided [[to paddle their own canoe]] and start their own business,,,TRUE,FALSE,FALSE
,,lit,They had [[to paddle their own canoe]] to reach the other side of the lake,,,TRUE,FALSE,FALSE
paint the town red,to celebrate and have a wild time,fig,"After winning the championship, they decided [[to paint the town red together]] and celebrate",,,TRUE,FALSE,FALSE
,,lit,"As part of a community art project, they decided [[to paint the town red together]] by covering the walls with vibrant murals",,,TRUE,FALSE,FALSE
pass away,die,fig,Our beloved grandmother [[passed away peacefully]] in her sleep,,,TRUE,FALSE,FALSE
,,lit,"The storm [[passed away peacefully]], leaving a calm and clear sky",,,TRUE,FALSE,FALSE
pass on the baton,give responsibility for something important to another person.,fig,The retiring CEO [[passed on the baton to her]] as the new leader of the company,,,TRUE,FALSE,FALSE
,,lit,"During the relay race, he [[passed on the baton to her]] for the next lap",,,TRUE,FALSE,FALSE
pass the buck,passing blame to another person,fig,"He didn't want to take responsibility, so he [[passed the buck to her]]",,,TRUE,FALSE,FALSE
,,lit,He handed her a dollar bill and [[passed the buck to her]],,,TRUE,FALSE,FALSE
pass the torch,to pass on the responsibility,fig,The retiring CEO [[passed the torch to her]] as the new leader of the company,,,TRUE,FALSE,FALSE
,,lit,"During the relay race, he [[passed the torch to her]] for the next lap",,,TRUE,FALSE,FALSE
pie in the sky,used to portray or refer to something that is lovely to consider however is probably not going to happen,fig,His plan to become a millionaire overnight was just [[a pie in the sky]],,,TRUE,FALSE,FALSE
,,lit,The artist painted [[a pie in the sky]] to represent the whimsical nature of dreams,,,TRUE,FALSE,FALSE
piece of work,"a complex, tricky, or odd person",fig,"He was [[a real piece of work]], always causing trouble and stirring up drama",,,TRUE,FALSE,FALSE
,,lit,"The sculpture she created was [[a real piece of work]], showcasing her artistic talent",,,TRUE,FALSE,FALSE
pipe down,to take to one or more notches down to its current standard,fig,The teacher [[told them to pipe down]] when they were being too loud,,,TRUE,FALSE,FALSE
,,lit,The plumber [[told them to pipe down]] the water pressure to avoid leaks,,,TRUE,FALSE,FALSE
play cat and mouse,to play with or tease someone,fig,The detective [[played cat and mouse]] with the suspect to get a confession,,,TRUE,FALSE,FALSE
,,lit,The children [[played cat and mouse]] by pretending to be animals in their game,,,TRUE,FALSE,FALSE
playing second fiddle,to play a secondary or minor role with regards to someone else,fig,He didn't like [[playing second fiddle to her]] in the company hierarchy,,,TRUE,FALSE,FALSE
,,lit,"In the orchestra, he was [[playing second fiddle to her]] during the performance",,,TRUE,FALSE,FALSE
plays with fire,people who take unnecessary risks or behave in a dangerous way,fig,[[She plays with fire]] by constantly challenging her boss 's authority,,,TRUE,FALSE,FALSE
,,lit,"As a professional fire performer, [[she plays with fire]] during her shows",,,TRUE,FALSE,FALSE
prick up ears,to start paying attention,fig,"When the speaker mentioned a new opportunity, the audience [[pricked up their ears]]",,,TRUE,FALSE,FALSE
,,lit,The dog [[pricked up their ears]] when they heard a strange noise outside,,,TRUE,FALSE,FALSE
pull a rabbit out of the hat,do something unexpected or surprising,fig,Our team [[pulled a rabbit out of the hat]] by winning the game in the last minute,,,TRUE,FALSE,FALSE
,,lit,The magician [[pulled a rabbit out of the hat]] during his performance,,,TRUE,FALSE,FALSE
pull leg,tease someone,fig,"When he told me I won the lottery, I thought he [[was pulling my leg]]",,,TRUE,FALSE,FALSE
,,lit,"During the therapy session, the therapist [[was pulling my leg]] to stretch my muscles",,,TRUE,FALSE,FALSE
pull the plug,to kill or discontinue,fig,"Due to budget constraints, the management decided to [[pull the plug on the project]]",,,TRUE,FALSE,FALSE
,,lit,"To save electricity, she decided to [[pull the plug on the project]]or's power cord",,,TRUE,FALSE,FALSE
pull the wool over eyes,to deceive someone,fig,[[They pulled the wool over her eyes]] by pretending to be a wealthy businessman,,,TRUE,FALSE,FALSE
,,lit,"During the surprise party preparations, [[they pulled the wool over her eyes]] with a blindfold",,,TRUE,FALSE,FALSE
pull your socks up,to be determined to work very hard,fig,"If you want to pass the exam, you need [[to pull your socks up]] and study harder",,,TRUE,FALSE,FALSE
,,lit,"Before putting on your shoes, don't forget [[to pull your socks up]]",,,TRUE,FALSE,FALSE
push the boat out,celebrate; enjoy oneself.,fig,"For her birthday, [[we pushed the boat out]] and threw a huge party",,,TRUE,FALSE,FALSE
,,lit,[[We pushed the boat out]] into the water to start our fishing trip,,,TRUE,FALSE,FALSE
put a sock in it,to ask someone to stop talking,fig,"He was talking too much, so I told him [[to put a sock in it]]",,,TRUE,FALSE,FALSE
,,lit,"The hole in the wall was letting in cold air, so I decided [[to put a sock in it]]",,,TRUE,FALSE,FALSE
put cards on the table,be open and honest,fig,"During the meeting, [[they put their cards on the table]] and discussed their true intentions",,,TRUE,FALSE,FALSE
,,lit,"In the middle of the poker game, [[they put their cards on the table]] to reveal their hands",,,TRUE,FALSE,FALSE
put his heart into,to be very enthusiastic and invest a lot of energy and hard work in something,fig,[[He put his heart into the project]] and worked tirelessly to make it a success,,,TRUE,FALSE,FALSE
,,lit,"As a bizarre art installation, [[he put his heart into the project]] by placing a replica of a human heart in the center",,,TRUE,FALSE,FALSE
put the cart before the horse,to do things in the wrong order or sequence,fig,"By focusing on the design before understanding the requirements, they were [[putting the cart before the horse]]",,,TRUE,FALSE,FALSE
,,lit,"In a moment of confusion, the farmer accidentally started [[putting the cart before the horse]]",,,TRUE,FALSE,FALSE
put the clock back,change to a lower level or earlier time.,fig,He wished he could [[put the clock back an hour]] to avoid the embarrassing situation,,,TRUE,FALSE,FALSE
,,lit,"Due to daylight saving time, we had to [[put the clock back an hour]]",,,TRUE,FALSE,FALSE
put your foot in it,"say something (by mistake) that upsets, humiliates, or embarrasses someone",fig,"When you mentioned her ex, you really [[put your foot in it]]",,,TRUE,FALSE,FALSE
,,lit,Be careful not to [[put your foot in it]] when stepping over the muddy puddle,,,TRUE,FALSE,FALSE
put your head on the block,if you put yourself in a dangerous situation where you risk losing your job or your reputation if things go wrong,fig,[[He put his head on the block]] by taking responsibility for the team's failure,,,TRUE,FALSE,FALSE
,,lit,"During the historical reenactment, [[he put his head on the block]] for the execution scene",,,TRUE,FALSE,FALSE
queer pitch,spoil somebody's chance of doing something.,fig,The salesman [[made a queer pitch]] by offering a bizarre combination of products,,,TRUE,FALSE,FALSE
,,lit,The baseball player [[made a queer pitch]] by throwing the ball in an unusual manner,,,TRUE,FALSE,FALSE
rain or shine,Doing something regularly regardless of the circumstances.,fig,"No matter the obstacles, [[rain or shine, we'll be there]] to support you",,,TRUE,FALSE,FALSE
,,lit,"Regardless of the weather conditions, [[rain or shine, we'll be there]] for the outdoor event",,,TRUE,FALSE,FALSE
raise eyebrows,to show surprise or disapproval by the expression on their face,fig,His controversial statement [[raised eyebrows at the meeting]],,,TRUE,FALSE,FALSE
,,lit,The instructor asked everyone to [[raised eyebrows at the meeting]] as a facial exercise,,,TRUE,FALSE,FALSE
raise the bar,to be better than what went before,fig,Her outstanding performance [[raised the bar for everyone]] in the competition,,,TRUE,FALSE,FALSE
,,lit,The high jump coach [[raised the bar for everyone]] during practice,,,TRUE,FALSE,FALSE
rats in the attic,someone who is bit mad or that their behaviour is eccentric,fig,"They always seemed a bit off, as if [[they found rats in the attic]]",,,TRUE,FALSE,FALSE
,,lit,"When they went up to clean, [[they found rats in the attic]]",,,TRUE,FALSE,FALSE
ray of sunshine,someone or something that brings hope into the lives of others,fig,Her positive attitude was [[a ray of sunshine in the room]] during the meeting,,,TRUE,FALSE,FALSE
,,lit,The window allowed [[a ray of sunshine in the room]] to brighten the space,,,TRUE,FALSE,FALSE
ready to drop,to be extremely tired and nearly too exhausted to stay standing,fig,"After working for 12 hours straight, he [[looked ready to drop]]",,,TRUE,FALSE,FALSE
,,lit,The overripe fruit on the tree [[looked ready to drop]] any moment,,,TRUE,FALSE,FALSE
recharge one's batteries,take a break or holiday to relax and regain one's vim and vigour,fig,They went on a vacation [[to recharge their batteries]] and regain their energy,,,TRUE,FALSE,FALSE
,,lit,They plugged in their devices [[to recharge their batteries]] before leaving the house,,,TRUE,FALSE,FALSE
red herring,something irrelevant that distracts you from something important,fig,The detective [[found a red herring]] in the suspect's alibi,,,TRUE,FALSE,FALSE
,,lit,"While exploring the fish market, we [[found a red herring]] among the seafood",,,TRUE,FALSE,FALSE
ring a bell,something that sounds familiar,fig,Mentioning the old restaurant seemed [[to ring a bell for them]],,,TRUE,FALSE,FALSE
,,lit,The teacher asked me [[to ring a bell for them]] to signal the end of recess,,,TRUE,FALSE,FALSE
rip off,the act of stealing,fig,The plagiarized book seemed [[to rip off the cover]] of the original work,,,TRUE,FALSE,FALSE
,,lit,"With a strong pull, he managed [[to rip off the cover]] of the old book",,,TRUE,FALSE,FALSE
rise and shine,to ask someone to wake up and become active in the daily chores,fig,"It's a new day, [[rise and shine]] and make the most of it",,,TRUE,FALSE,FALSE
,,lit,"As the sun began to [[rise and shine]], it illuminated the morning sky",,,TRUE,FALSE,FALSE
rock the boat,to make trouble.,fig,"By questioning the company's policies, he [[rocked the boat a bit]] among his colleagues",,,TRUE,FALSE,FALSE
,,lit,"As they leaned over the side to take a picture, they accidentally [[rocked the boat a bit]]",,,TRUE,FALSE,FALSE
roots run deep,"similar in meaning to ""deep-rooted.""",fig,"In this small town, [[their roots run deep]] and everyone knows each other",,,TRUE,FALSE,FALSE
,,lit,The oak tree in the park is so old that [[their roots run deep]] underground,,,TRUE,FALSE,FALSE
rub shoulders,"to meet and spend time with people, especially when they are powerful or famous",fig,"At the gala, she [[rubbed shoulders with the famous]] and made valuable connections",,,TRUE,FALSE,FALSE
,,lit,"During the crowded bus ride, he accidentally [[rubbed shoulders with the famous]] actress",,,TRUE,FALSE,FALSE
rub the wrong way,to tick someone off,fig,Her sarcastic comments [[rubbed him the wrong way]] and made him feel uncomfortable,,,TRUE,FALSE,FALSE
,,lit,She accidentally [[rubbed him the wrong way]] while trying to give him a back massage,,,TRUE,FALSE,FALSE
run across,meet someone by accident,fig,"While researching, I happened [[to run across the field]] of quantum physics",,,TRUE,FALSE,FALSE
