idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
backroom boy(s),people who work in anonymity,He is one of the backroom boys,2,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 207, 'AssignmentId': '3FPRZHYEPENSZZD3WZEK8ORZKOJV3L', 'HITId': '3TRB893CTYQOV1Q1IEDNWK4FOS17GU', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 469, 'AssignmentId': '3DY4FPOOAH4KI1Y57PFGQMUFQ2ZVRP', 'HITId': '3TRB893CTYQOV1Q1IEDNWK4FOS17GU', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 384, 'AssignmentId': '373ERPL3Y4O559UG2UF1P46UTHJRT5', 'HITId': '3TRB893CTYQOV1Q1IEDNWK4FOS17GU', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
a sight for sore eyes,a way of saying that you are happy to see someone,She was a sight for sore eyes because of her beautiful appearance,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 207, 'AssignmentId': '3FPRZHYEPENSZZD3WZEK8ORZKOJV3L', 'HITId': '3TRB893CTYQOV1Q1IEDNWK4FOS17GU', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 469, 'AssignmentId': '3DY4FPOOAH4KI1Y57PFGQMUFQ2ZVRP', 'HITId': '3TRB893CTYQOV1Q1IEDNWK4FOS17GU', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 384, 'AssignmentId': '373ERPL3Y4O559UG2UF1P46UTHJRT5', 'HITId': '3TRB893CTYQOV1Q1IEDNWK4FOS17GU', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",2,0,0,0,False,True
"judge, jury and executioner","people that are in charge of every decision made, and they have the power to be rid of whomever they choose","He was the judge, jury and executioner at the court hearing",1,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 57, 'AssignmentId': '3D4CH1LGEQ9VW4COODG8Z0RBX169GS', 'HITId': '3G4VVJO6QEWI3TQK4RSJUYNTV3OKPH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 576, 'AssignmentId': '36PW28KO4FCBH9Q2AO4KVSHJQ39AER', 'HITId': '3G4VVJO6QEWI3TQK4RSJUYNTV3OKPH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2OVOVZBJYUO', 'WorkTimeInSeconds': 595, 'AssignmentId': '3BWI6RSP7WPTY7S43LS0L1FTPV3E74', 'HITId': '3G4VVJO6QEWI3TQK4RSJUYNTV3OKPH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,2,2,2,False,True
big brother,A large organization or government agency that tries to control all aspects of human life and society.,"The big brother was watching, making sure everyone was staying safe",0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 57, 'AssignmentId': '3D4CH1LGEQ9VW4COODG8Z0RBX169GS', 'HITId': '3G4VVJO6QEWI3TQK4RSJUYNTV3OKPH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 576, 'AssignmentId': '36PW28KO4FCBH9Q2AO4KVSHJQ39AER', 'HITId': '3G4VVJO6QEWI3TQK4RSJUYNTV3OKPH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2OVOVZBJYUO', 'WorkTimeInSeconds': 595, 'AssignmentId': '3BWI6RSP7WPTY7S43LS0L1FTPV3E74', 'HITId': '3G4VVJO6QEWI3TQK4RSJUYNTV3OKPH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",1,1,0,1,False,True
burn fingers,to bear an unpleasant result of an action that has been taken in the past,He burnt his fingers when he invested everything in that risky business,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 57, 'AssignmentId': '3D4CH1LGEQ9VW4COODG8Z0RBX169GS', 'HITId': '3G4VVJO6QEWI3TQK4RSJUYNTV3OKPH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 576, 'AssignmentId': '36PW28KO4FCBH9Q2AO4KVSHJQ39AER', 'HITId': '3G4VVJO6QEWI3TQK4RSJUYNTV3OKPH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2OVOVZBJYUO', 'WorkTimeInSeconds': 595, 'AssignmentId': '3BWI6RSP7WPTY7S43LS0L1FTPV3E74', 'HITId': '3G4VVJO6QEWI3TQK4RSJUYNTV3OKPH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
looked through colored glasses,to look the things not as they are; having a heavily biased worldview,I looked through colored glasses,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 57, 'AssignmentId': '3D4CH1LGEQ9VW4COODG8Z0RBX169GS', 'HITId': '3G4VVJO6QEWI3TQK4RSJUYNTV3OKPH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 576, 'AssignmentId': '36PW28KO4FCBH9Q2AO4KVSHJQ39AER', 'HITId': '3G4VVJO6QEWI3TQK4RSJUYNTV3OKPH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2OVOVZBJYUO', 'WorkTimeInSeconds': 595, 'AssignmentId': '3BWI6RSP7WPTY7S43LS0L1FTPV3E74', 'HITId': '3G4VVJO6QEWI3TQK4RSJUYNTV3OKPH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
scrape the bottom of the barrel,"It is a phrase used to describe something you know is not in good condition, but you have to select it since you don't have an option of choosing the better one.",He had to scrape the bottom of the barrel to get the last drops of oil,1,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 57, 'AssignmentId': '3D4CH1LGEQ9VW4COODG8Z0RBX169GS', 'HITId': '3G4VVJO6QEWI3TQK4RSJUYNTV3OKPH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 576, 'AssignmentId': '36PW28KO4FCBH9Q2AO4KVSHJQ39AER', 'HITId': '3G4VVJO6QEWI3TQK4RSJUYNTV3OKPH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2OVOVZBJYUO', 'WorkTimeInSeconds': 595, 'AssignmentId': '3BWI6RSP7WPTY7S43LS0L1FTPV3E74', 'HITId': '3G4VVJO6QEWI3TQK4RSJUYNTV3OKPH', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",1,1,2,1,False,False
body and soul,with all one's effort and ability,"She gave it her body and soul, meaning that she didn't just complete it with her mind but with her physical presence as well",1,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 381, 'AssignmentId': '32Q90QCQ181HTMZOMFH9P6KFVF2KEF', 'HITId': '35A1YQPVGTWN4OIDK9YTJC3ZCZYI5I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 249, 'AssignmentId': '38F71OA9G9C4POZN22EVM1XJWLEFMZ', 'HITId': '35A1YQPVGTWN4OIDK9YTJC3ZCZYI5I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A3PRQ2GSU42718', 'WorkTimeInSeconds': 409, 'AssignmentId': '33OOO72IVX11Z75XKXP60978TGHCTL', 'HITId': '35A1YQPVGTWN4OIDK9YTJC3ZCZYI5I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,1,2,0,True,True
make a beeline for,to go straight for something.,He made a beeline for the park,2,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 381, 'AssignmentId': '32Q90QCQ181HTMZOMFH9P6KFVF2KEF', 'HITId': '35A1YQPVGTWN4OIDK9YTJC3ZCZYI5I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 249, 'AssignmentId': '38F71OA9G9C4POZN22EVM1XJWLEFMZ', 'HITId': '35A1YQPVGTWN4OIDK9YTJC3ZCZYI5I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A3PRQ2GSU42718', 'WorkTimeInSeconds': 409, 'AssignmentId': '33OOO72IVX11Z75XKXP60978TGHCTL', 'HITId': '35A1YQPVGTWN4OIDK9YTJC3ZCZYI5I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,2,0,0,False,True
ugly duckling,a young person who turns out to be beautiful or talented against all expectations.,"She was an ugly duckling when she was young, but grew up to be quite a beautiful swan",0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 381, 'AssignmentId': '32Q90QCQ181HTMZOMFH9P6KFVF2KEF', 'HITId': '35A1YQPVGTWN4OIDK9YTJC3ZCZYI5I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 249, 'AssignmentId': '38F71OA9G9C4POZN22EVM1XJWLEFMZ', 'HITId': '35A1YQPVGTWN4OIDK9YTJC3ZCZYI5I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A3PRQ2GSU42718', 'WorkTimeInSeconds': 409, 'AssignmentId': '33OOO72IVX11Z75XKXP60978TGHCTL', 'HITId': '35A1YQPVGTWN4OIDK9YTJC3ZCZYI5I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,1,2,2,False,True
you can't teach an old dog new tricks,you cannot make others change their habits,He can't teach an old dog new tricks because he's not a professional dog trainer,1,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 381, 'AssignmentId': '32Q90QCQ181HTMZOMFH9P6KFVF2KEF', 'HITId': '35A1YQPVGTWN4OIDK9YTJC3ZCZYI5I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 249, 'AssignmentId': '38F71OA9G9C4POZN22EVM1XJWLEFMZ', 'HITId': '35A1YQPVGTWN4OIDK9YTJC3ZCZYI5I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A3PRQ2GSU42718', 'WorkTimeInSeconds': 409, 'AssignmentId': '33OOO72IVX11Z75XKXP60978TGHCTL', 'HITId': '35A1YQPVGTWN4OIDK9YTJC3ZCZYI5I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
turn against,to change from supporting something to opposing it,He turned against her when he suddenly changed his direction and faced her,1,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 381, 'AssignmentId': '32Q90QCQ181HTMZOMFH9P6KFVF2KEF', 'HITId': '35A1YQPVGTWN4OIDK9YTJC3ZCZYI5I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 249, 'AssignmentId': '38F71OA9G9C4POZN22EVM1XJWLEFMZ', 'HITId': '35A1YQPVGTWN4OIDK9YTJC3ZCZYI5I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A3PRQ2GSU42718', 'WorkTimeInSeconds': 409, 'AssignmentId': '33OOO72IVX11Z75XKXP60978TGHCTL', 'HITId': '35A1YQPVGTWN4OIDK9YTJC3ZCZYI5I', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,1,2,0,True,True
got in his hair,to annoy someone so much that they cannot get on with what they are doing,My project got in his hair as I was trying to arrange it,1,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 36, 'AssignmentId': '3TOK3KHVJ9YFAY5TXZVWQD97TXAO7J', 'HITId': '3CRWSLD92ZKV8HEMA3SKKBA7A3NOM9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 248, 'AssignmentId': '3OCHAWUVG40QZMQ5HK71DV5MBLEKXP', 'HITId': '3CRWSLD92ZKV8HEMA3SKKBA7A3NOM9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 335, 'AssignmentId': '3MMN5BL1WFK99CJUI7DTLS8MTVA3MF', 'HITId': '3CRWSLD92ZKV8HEMA3SKKBA7A3NOM9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,0,2,2,False,True
yesterday's man,someone especially a politician whose career is finished,He's yesterday's man,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 36, 'AssignmentId': '3TOK3KHVJ9YFAY5TXZVWQD97TXAO7J', 'HITId': '3CRWSLD92ZKV8HEMA3SKKBA7A3NOM9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 248, 'AssignmentId': '3OCHAWUVG40QZMQ5HK71DV5MBLEKXP', 'HITId': '3CRWSLD92ZKV8HEMA3SKKBA7A3NOM9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 335, 'AssignmentId': '3MMN5BL1WFK99CJUI7DTLS8MTVA3MF', 'HITId': '3CRWSLD92ZKV8HEMA3SKKBA7A3NOM9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,2,0,0,False,True
asleep at the wheel,"when someone is not sufficiently attentive, especially at a critical moment when vigilance is required","He was asleep at the wheel, not paying close attention to the job at hand",0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 36, 'AssignmentId': '3TOK3KHVJ9YFAY5TXZVWQD97TXAO7J', 'HITId': '3CRWSLD92ZKV8HEMA3SKKBA7A3NOM9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 248, 'AssignmentId': '3OCHAWUVG40QZMQ5HK71DV5MBLEKXP', 'HITId': '3CRWSLD92ZKV8HEMA3SKKBA7A3NOM9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 335, 'AssignmentId': '3MMN5BL1WFK99CJUI7DTLS8MTVA3MF', 'HITId': '3CRWSLD92ZKV8HEMA3SKKBA7A3NOM9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
clear the air,get rid of all doubts and negative feelings,We need to clear the air by calmly tackling the issue and putting our differences aside,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 36, 'AssignmentId': '3TOK3KHVJ9YFAY5TXZVWQD97TXAO7J', 'HITId': '3CRWSLD92ZKV8HEMA3SKKBA7A3NOM9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 248, 'AssignmentId': '3OCHAWUVG40QZMQ5HK71DV5MBLEKXP', 'HITId': '3CRWSLD92ZKV8HEMA3SKKBA7A3NOM9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 335, 'AssignmentId': '3MMN5BL1WFK99CJUI7DTLS8MTVA3MF', 'HITId': '3CRWSLD92ZKV8HEMA3SKKBA7A3NOM9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
break one's back,get through the hardest part of something.,I broke my back trying to finish this project in time,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 36, 'AssignmentId': '3TOK3KHVJ9YFAY5TXZVWQD97TXAO7J', 'HITId': '3CRWSLD92ZKV8HEMA3SKKBA7A3NOM9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 248, 'AssignmentId': '3OCHAWUVG40QZMQ5HK71DV5MBLEKXP', 'HITId': '3CRWSLD92ZKV8HEMA3SKKBA7A3NOM9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 335, 'AssignmentId': '3MMN5BL1WFK99CJUI7DTLS8MTVA3MF', 'HITId': '3CRWSLD92ZKV8HEMA3SKKBA7A3NOM9', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,True
get the wrong end of the stick,to understand something in the wrong way,I think I got the wrong end of the stick when I tried to pick it up,1,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 24, 'AssignmentId': '3SB4CE2TJBBKN9HJ5TUCJH2Q69MAX2', 'HITId': '3PCPFX4U5F6SNJZL3TGBEQLYS3TFQ1', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 461, 'AssignmentId': '3U0SRXB7CTL7AWPW5YTPG5024ZXRN4', 'HITId': '3PCPFX4U5F6SNJZL3TGBEQLYS3TFQ1', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 71, 'AssignmentId': '3X31TUMD7D2TTRNUVRYVXME0V63L10', 'HITId': '3PCPFX4U5F6SNJZL3TGBEQLYS3TFQ1', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
wet behind the ears,immature or poor skill,He was wet behind the ears when he started his new job,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 24, 'AssignmentId': '3SB4CE2TJBBKN9HJ5TUCJH2Q69MAX2', 'HITId': '3PCPFX4U5F6SNJZL3TGBEQLYS3TFQ1', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 461, 'AssignmentId': '3U0SRXB7CTL7AWPW5YTPG5024ZXRN4', 'HITId': '3PCPFX4U5F6SNJZL3TGBEQLYS3TFQ1', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 71, 'AssignmentId': '3X31TUMD7D2TTRNUVRYVXME0V63L10', 'HITId': '3PCPFX4U5F6SNJZL3TGBEQLYS3TFQ1', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
better half,spouse,He is my better half because I am only half as good without him,1,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 24, 'AssignmentId': '3SB4CE2TJBBKN9HJ5TUCJH2Q69MAX2', 'HITId': '3PCPFX4U5F6SNJZL3TGBEQLYS3TFQ1', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 461, 'AssignmentId': '3U0SRXB7CTL7AWPW5YTPG5024ZXRN4', 'HITId': '3PCPFX4U5F6SNJZL3TGBEQLYS3TFQ1', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 71, 'AssignmentId': '3X31TUMD7D2TTRNUVRYVXME0V63L10', 'HITId': '3PCPFX4U5F6SNJZL3TGBEQLYS3TFQ1', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",1,1,0,1,False,False
keep card close to chest,"be secretive or cautious, give nothing away",They are keeping their cards close to their chest when playing poker,1,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 24, 'AssignmentId': '3SB4CE2TJBBKN9HJ5TUCJH2Q69MAX2', 'HITId': '3PCPFX4U5F6SNJZL3TGBEQLYS3TFQ1', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 461, 'AssignmentId': '3U0SRXB7CTL7AWPW5YTPG5024ZXRN4', 'HITId': '3PCPFX4U5F6SNJZL3TGBEQLYS3TFQ1', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 71, 'AssignmentId': '3X31TUMD7D2TTRNUVRYVXME0V63L10', 'HITId': '3PCPFX4U5F6SNJZL3TGBEQLYS3TFQ1', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",2,2,1,2,False,True
throw it over the wall,"to deal with part of a problem or project, then pass the responsibility to another person or department without any communication or coordination",We threw it over the wall,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 24, 'AssignmentId': '3SB4CE2TJBBKN9HJ5TUCJH2Q69MAX2', 'HITId': '3PCPFX4U5F6SNJZL3TGBEQLYS3TFQ1', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 461, 'AssignmentId': '3U0SRXB7CTL7AWPW5YTPG5024ZXRN4', 'HITId': '3PCPFX4U5F6SNJZL3TGBEQLYS3TFQ1', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 71, 'AssignmentId': '3X31TUMD7D2TTRNUVRYVXME0V63L10', 'HITId': '3PCPFX4U5F6SNJZL3TGBEQLYS3TFQ1', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
never looked back,"after an event which changed your life for the better, you continue to be happy with the situation",I never looked back,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 39, 'AssignmentId': '3KOPY89HMOIJ84D9FA0150G5P1F3JB', 'HITId': '3MIVREZQWWE335RZ4478U3D30ZAKQ8', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 96, 'AssignmentId': '3LQ8PUHQF1827102CD43XT2FVR7IHK', 'HITId': '3MIVREZQWWE335RZ4478U3D30ZAKQ8', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 43, 'AssignmentId': '3HWRJOOETLIFH5CWROQBGSBPC9HSE6', 'HITId': '3MIVREZQWWE335RZ4478U3D30ZAKQ8', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
